ID	Source	Target	Type	Style	Dataset
ted_en2es_193261	"The person , in my view , who has done the best job of this in the health care area , of building a system in a very poor area , is Dr. Paul Farmer , who , many of you know , has worked for now 20 years with his group , Partners in Health , primarily in Haiti where he started , but they &apos;ve also worked in Russia , in Peru and other places around the world ."	"Para mí , la persona que ha hecho el mejor trabajo en el área de la salud , estableciendo un sistema en una zona muy pobre es el Doctor Paul Farmer quien , como muchos de ustedes saben , ha trabajado durante 20 años con su grupo , &quot; &quot; Partners in Health &quot; &quot; [( Asociados en la salud )] , principalmente en Haití , donde comenzó . Pero también han trabajado en Rusia , en Perú y en otros lugares alrededor del mundo ."	TRANS	A	TRAIN
ted_en2es_155475	"And I thought I &apos;d start a Barefoot College — college only for the poor ."	Pensé crear una Escuela de descalzos [( Barefoot College )] solo para los pobres .	TRANS	A	EXTR
ted_en2es_142671	"I feel this deep shame , and that &apos;s why in 1991 in Tanzania , I started a program that &apos;s called Roots and Shoots ."	"Siento esta profunda vergüenza , y por eso en 1991 en Tanzania , empecé un programa llamado Roots and Shoots [&#91; Raíces y Brotes &#93;] ."	TRANS	A	POOL
ted_en2es_130113	"I would just like to add a crass commercial — I have a kids &apos; book coming out in the fall called &quot; &quot; Marvel Sandwiches , &quot; &quot; a compendium of all the serious play that ever was , and it ’ s going to be available in fine bookstores , crummy bookstores , tables on the street in October ."	"Sólo quiero añadir un anuncio descarado : En otoño saldrá a la venta un libro infantil mío titulado &quot; &quot; Marvel Sandwiches &quot; &quot; [( Bocadillos de maravilla )] . un compendio de todo el juego serio que jamás existió y estará disponible en librerías buenas , en librerías malas , en mesas en las calles , en octubre ."	TRANS	A	EXTR
ted_en2es_130096	"( Laughter ) I love the word &quot; &quot; Eurotrash . &quot; &quot; ( Laughter ) That &apos;s all the Eurotrash coming through JFK customs ."	"( Risas ) Me encanta la palabra &quot; &quot; eurotrash &quot; &quot; [( eurobasura )] . ( Risas ) Esa es toda la eurobasura pasando por la aduana en el JFK ."	TRANS	A	EXTR
ted_en2es_124914	"This is called &quot; &quot; Dawn to Dawn . &quot; &quot; What I did here , I just put like 10 feet &#91; of &#93; paper then put a coconut rope , and just burnt it ."	"Este se llama &quot; &quot; Dawn to Dawn &quot; &quot; [( &quot; &quot; De amanecer a amanecer &quot; &quot; )] Lo que hice aquí fue poner como 3 metros de papel , luego una cuerda de coco y la encendí ."	TRANS	A	POOL
ted_en2es_73687	This is what it feels like to be , like , a [college freshman] , and also the , like , headache that you are experiencing through me is the , like , residual effect of the [Jell-O] shots which I had last night at the bi-weekly feminist pole dancing party which I cohost on Wednesdays .	"Esto es lo que se siente siendo una [estudiante universitaria de primer año] , y también el dolor de cabeza que estás experimentando a través mío es el , como , el efecto residual de los &apos; shots &apos; de [gelatina] que me comí anoche en la fiesta feminista quincenal donde soy coanfitriona los miércoles ."	"SYS_DESC; SYS_CONV; ENT_DESC"	R	POOL
ted_en2es_87629	"Because , actually , I &apos;m a [sophomore] at [college] right now ."	Por que , actualmente soy una [estudiante de segundo año] en la [universidad] .	"SYS_DESC; SYS_CONV"	R	POOL
ted_en2es_168566	Girls outperform boys now at every level , from [elementary school] to [graduate school] .	Las chicas actualmente se desempeñan mejor que los chicos en todo nivel , desde la [escuela primaria] a [la universitaria] .	"SYS_DESC; SYS_CONV"	R	POOL
ted_en2es_119725	And every student who studies math , science , engineering , economics , they should definitely learn calculus by the end of their [freshman year] of [college] .	Y todo estudiante que estudia matemáticas , ciencias , ingeniería , economía , definitivamente debería aprender cálculo al final de su [primer año] como [universitarios] .	"SYS_DESC; SYS_CONV"	R	POOL
ted_en2es_134814	"And I finally bounced through [high school] , got into the City College of New York with a 78.3 average , which I shouldn &apos;t have been allowed in with , and then I started out in engineering , and that only lasted six months . ( Laughter ) And then I went into geology , &quot; &quot; rocks for jocks . &quot; &quot; This is easy ."	"Y finalmente pasé la [secundaria] , entré al City College de Nueva York [( CCNY )] con un promedio de 78,3 , con el que no debería haber sido admitido , y comencé ingeniería , y eso solo duró seis meses . ( Risas ) Después entré a geología , &quot; &quot; rocas para deportistas &quot; &quot; . Esta es fácil ."	"SYS_DESC; ENT_ACR;"	A	POOL
ted_en2es_8923	One study at an American university found that 61 percent of [college freshmen] had damaged hearing as a result of headphone abuse .	Un estudio de una universidad de EE.UU. encontró que el 61 % de los [estudiantes de primer año] tenían daño auditivo por abusar de los auriculares .	SYS_DESC	R	POOL
ted_en2es_83152	"I didn &apos;t take algebra until my [freshman year] at the University of Alabama ."	No estudié álgebra hasta mi [primer año] en la Universidad de Alabama .	SYS_DESC	R	POOL
ted_en2es_70124	And when I was at Stanford , I found myself , my [senior year] , chemical engineering major , half the folks thought I was a political science and performing arts major , which was sort of true because I was Black Student Union President and I did major in some other things , and I found myself the last quarter juggling chemical engineering separation processes , logic classes , nuclear magnetic resonance spectroscopy , and also producing and choreographing a dance production , and I had to do the lighting and the design work , and I was trying to figure out , do I go to New York City to try to become a professional dancer ,	"Cuando estuve en Stanford , en mi [último año] , me especialicé en ingeniería química ; la mitad de la gente pensaba que me había especializado en ciencia política y artes escénicas , lo que era casi verdad pues era la presidenta del Sindicato de Estudiantes Afroamericanos y sí me especialicé en otras cosas . Los últimos cuatro meses , me vi haciendo malabares con los procesos de separación de la ingeniería química , clases de lógica , espectroscopia de resonancia magnética nuclear y también produciendo y haciendo la coreografía de una producción de danza . Estaba a cargo de la luz y del diseño e intentaba decidir si ir a Nueva York para convertirme en una bailarina profesional"	SYS_DESC	R	POOL
ted_en2es_66715	She went to [vocational school] for accounting .	Fue a la [escuela profesional] de contabilidad .	SYS_DESC	R	POOL
ted_en2es_63438	He had three months to learn the entire curriculum of [middle and high school] .	Tuvo 3 meses para preparar todas las asignaturas de la [escuela primaria y secundaria] .	SYS_DESC	R	POOL
ted_en2es_57594	I dream of a Wikipedia-like website that would explain any scientific concept you can think of in simple language any [middle schooler] can understand .	Sueño con una página similar a Wikipedia que explique cualquier concepto científico imaginable en un lenguaje sencillo que cualquier alumno de [secundaria] pueda entender .	SYS_DESC	R	POOL
ted_en2es_53019	"Now I &apos;m on my seventh year sustaining against multinational , transnational giants — makes all [MBA students] a question mark ."	Ya estoy en mi séptimo año luchando contra las multinacionales , sembrando la duda en los [estudiantes de administración] .	SYS_DESC	R	POOL
ted_en2es_47195	Few [high schoolers] had access to computers in those days .	Pocos [estudiantes de secundaria] tenían acceso a computadoras en esos días .	SYS_DESC	R	POOL
ted_en2es_42924	And he and his team of [junior-high school] students were doing real science .	y él , junto con su equipo de estudiantes [secundaria] estamos realizando ciencia de verdad .	SYS_DESC	R	POOL
ted_en2es_38126	"Well since then , I just thought that I &apos;ve been really privileged to go to over 2,000 schools in my country — village schools , government schools , municipal schools , [Ivy League schools] — I &apos;ve been invited by most of them ."	"Desde entonces pienso que he sido realmente afortunado por ir a 2.000 escuelas de mi país ; escuelas rurales , oficiales , municipales , [exclusivas] . Me han invitado a la mayoría ."	SYS_DESC	R	POOL
ted_en2es_28647	Now , imagine if we could bring [Ivy League] , million-dollar virtual laboratories out to all these students just like Jack , all over the world , and give them the latest , greatest , most fancy machines you can imagine that would quite literally make any scientist in here jump up and down out of pure excitement .	"Ahora , imaginen si pudiéramos llevar laboratorios virtuales , millonarios , de [universidades de excelencia] , a todos estos estudiantes como Jack , por todo el mundo , y brindarles máquinas sofisticadas , lo último , lo más potente que imaginen ; eso haría , literalmente , que todo científico aquí salte de pura emoción ."	SYS_DESC	R	POOL
ted_en2es_20543	There I was in [high school] , meeting dancers and acting .	Estaba yo ahí en la [escuela secundaria] conociendo a bailarines y actuando .	SYS_DESC	R	POOL
ted_en2es_202956	And the [high school students] who were learning to blog through Foko Club suddenly found themselves talking to an international audience about the demonstrations , the violence , everything that was going on within this country .	Y los [estudiantes de la escuela media] que estaban aprendiendo en el club Foko a postear en blogs se encontraron de repente hablando con una audiencia internacional sobre las manifestaciones , la violencia , todo lo que estaba sucediendo en el país .	SYS_DESC	R	POOL
ted_en2es_202040	At that time , when I finished my [high school] , I really wanted to be a doctor .	Para cuando terminé mi [escuela secundaria] , tenía muchas ganas de ser médica .	SYS_DESC	R	POOL
ted_en2es_1998	"She &apos;s a [high school] student ."	Es una estudiante de [escuela secundaria] .	SYS_DESC	R	POOL
ted_en2es_189902	Chuck was 18 when we met , a [senior] in [high school] .	Chuck tenía 18 años cuando nos conocimos , estudiaba [el último año] de [secundaria] .	SYS_DESC	R	POOL
ted_en2es_189886	In my [sophomore year] , I started tutoring a young woman who was in high school who lived about 10 minutes away from the university .	En mi [segundo año] , empecé como tutora de una joven de secundaria que vivía a unos 10 minutos de la universidad .	SYS_DESC	R	TRAIN
ted_en2es_187382	Well a part of it , of course , is K-12 .	"Bien , en parte por supuesto es el K-12 [&#91; educación básica &#93;] ."	SYS_DESC	A	POOL
ted_en2es_179907	So , armed with all the wisdom of [freshman year] biology , I decided I wanted to do cancer research at 15 .	Así , armada con la sabiduría de [primer año] de biología decidí que quería investigar el cáncer a los 15 .	SYS_DESC	R	POOL
ted_en2es_179905	( Laughter ) And then came the summer after my [freshman year] , when my grandfather passed away due to cancer .	( Risas ) En el verano siguiente a [primer año de secundaria] mi abuelo falleció de cáncer .	SYS_DESC	R	TRAIN
ted_en2es_173830	He taught mechanics in a [high school] in Long Beach , and found that his students were no longer able to solve problems .	Enseñó mecánica en una [escuela secundaria] en Long Beach , y vio que sus alumnos ya no podían resolver problemas .	SYS_DESC	R	POOL
ted_en2es_171803	"I can take these children and in 20 weeks , demonstrated aptitude ; I can get them [high school] equivalent ."	Yo puedo tomar a estos jóvenes y en 20 semanas , aptitud demostrada , les consigo una equivalencia de [secundaria] .	SYS_DESC	R	POOL
ted_en2es_171721	"And that &apos;s how I got out of [high school] ."	Y así terminé la [secundaria] .	SYS_DESC	R	POOL
ted_en2es_170493	Cheryl was the nutrition director at [High School] in the Community in Connecticut .	Ella era la directora de nutrición de [la Escuela Secundaria] en la Comunidad de Connecticut .	SYS_DESC	R	POOL
ted_en2es_170043	"That &apos;s a [high school] topic , right ?"	Es un tema de [secundaria] , ¿ verdad ?	SYS_DESC	R	POOL
ted_en2es_164364	"Let &apos;s go back to [high school] physics here ."	Debemos repasar la física de [secundaria] .	SYS_DESC	R	POOL
ted_en2es_16258	For example , the psychologist Daniel Oppenheimer , a few years ago , teamed up with [high school teachers] .	Por ejemplo , el psicólogo Daniel Oppenheimer , hace unos años , trabajó con [profesores de secundaria] .	SYS_DESC	R	POOL
ted_en2es_161083	"Well , they took , over a three-month period , D-level students , gave them [A &apos;s] , told them they were &quot; &quot; A &apos;s , &quot; &quot; told them they were bright , and at the end of this three-month period , they were performing at A-level ."	Bueno , ellos tomaron estudiantes de nivel D , y durante un período de tres meses , les dieron las [notas más altas] , les dijeron que eran estudiantes de nivel A , les dijeron que eran brillantes . Y al final de ese período de tres meses , estaban desempeñándose a un nivel de A.	SYS_DESC	R	EXTR
ted_en2es_156851	All of a sudden I passed the national examination , found myself in a very beautiful [high school] in Kenya .	y antes de que pudiera asimilarlo , ya había pasado los examenes nacionales y estaba en [una secundaria] muy buena en Kenya .	SYS_DESC	R	POOL
ted_en2es_144854	"To be new at TED — it &apos;s like being the last [high-school] virgin ."	Ser nuevo en TED ... es como ser el último chico virgen de la [secundaria] .	SYS_DESC	R	POOL
ted_en2es_134823	"Look , he gets straight A &apos;s in that but not in anything else . &quot; &quot; And so they said , &quot; &quot; Look , let &apos;s take his ROTC grades and roll them into his overall [GPA] and see what happens . &quot; &quot; And they did , and it brought me up to 2.0 . ( Laughter ) Yep . ( Laughter ) ( Applause ) They said , &quot; &quot; It &apos;s good enough for government work ."	"Miren , obtiene A en eso , pero no en en otra cosa &quot; &quot; . Y entonces dijeron : &quot; &quot; Miren , tomemos su calificaciones de ROTC y juntémoslas con su [promedio de calificaciones] y veamos qué pasa &quot; &quot; . Y lo hicieron , y me llegó a 2.0 . ( Risas ) Sip . ( Risas ) ( Aplausos ) Dijeron , &quot; &quot; Es bastante bueno para el trabajo gubernamental ."	SYS_DESC	R	POOL
ted_en2es_129887	"( Laughter ) In any case , I didn &apos;t readily claim the feminist label , even though it was all around me , because I associated it with my mom &apos;s women &apos;s groups , her swishy skirts and her shoulder pads — none of which had much cachet in the hallways of Palmer [High School] where I was trying to be cool at the time ."	( Risas ) En todo caso , yo no me llamaba a mi misma feminista , aún cuando estaba en todo lo que me rodeaba , porque lo asociaba a los grupos feministas de mi mamá , sus faldas de olanes y hombreras , nada relacionado con la moda de los pasillos de la [Escuela Secundaria] Palmer donde yo quería ser popular .	SYS_DESC	R	POOL
ted_en2es_127097	And so this starts in four weeks , at the end of the summer , and my partner and I , Matthew and I , just went through the arduous and totally convoluted process of getting certified as [high school teachers] to actually run it .	Esto empieza en 4 semanas , a fines del verano . Mi pareja y yo , Matthew y yo , pasamos por el proceso arduo y muy complicado de obtener la certificación como [maestros de secundaria] para ejecutarlo .	SYS_DESC	R	POOL
ted_en2es_113040	"Well , we &apos;re in partnership with a [high school] ."	Bueno , colaboramos con una [escuela secundaria] .	SYS_DESC	R	POOL
ted_en2es_105088	"I &apos;m a [sophomore] and studying communications , TV and mass media , and basically trying to live life like a normal kid , which I always wanted growing up ."	"estoy en [segundo año] ; estudio comunicaciones , TV y medios masivos . Básicamente , trato de vivir la vida como un chico normal algo que siempre quise ."	SYS_DESC	R	POOL
ted_en2es_93441	The [seniors and juniors] are driving the [freshmen and the sophomores] , and of course we have the crash statistics to prove it .	Los [alumnos del último grado] llevan a [los de primero] , tendríamos que revisar estadísticas para probarlo .	SYS_DESC	R	POOL
ted_en2es_150579	And that is the youngest nationally certified workforce in [America] with our Bronx [Borough] President .	Y esa es la fuerza de trabajo más joven certificada a nivel nacional de los [Estados Unidos] con nuestro presidente del [barrio] de Bronx .	SYS_DESC	R	POOL
ted_en2es_189870	Their [junior year] abroad is instead a trip to a state correctional facility .	En lugar de [primer año] en el extranjero van de viaje a un centro correccional .	SYS_DESC	R	POOL
ted_en2es_189891	By the end of my [sophomore year] , I moved into the neighborhood and I spent the next six years trying to understand what young people were facing as they came of age .	Al final de mi [segundo año] , me mudé al barrio y pasé los siguientes 6 años intentando entender a lo que enfrentaban los jóvenes en su mayoría de edad .	SYS_DESC	R	POOL
ted_en2es_198310	A musician who took time from his life to teach me , a sophomore , a [freshman] at SUNY Buffalo .	Un músico que dedicó tiempo de su vida a enseñarme , a un [estudiante principiante] en SUNY Búfalo .	SYS_DESC	R	POOL
ted_en2es_138401	My first semester in Spanish , I got a [D].	En mi primer semestre de Español , obtuve una [nota mala] .	SYS_DESC	R	POOL
ted_en2es_69533	Which is why that [Ivy League] [degree] and the Wall Street job and his bright shiny future meant so much to him .	Y era por eso que la [licenciatura] en esa [prestigiosa escuela] y el trabajo en Wall Street y su futuro brillante tenían tanta importancia para él .	"SYS_CONV; SYS_DESC"	R	POOL
ted_en2es_5071	So my [freshman year] of [college] I signed up for an internship in the housing unit at Greater Boston Legal Services .	En mi [primer año] de [universidad] me inscribí en una pasantía en la unidad de vivienda del estudio “ Greater Boston Legal Services ” .	"SYS_CONV; SYS_DESC"	R	TRAIN
ted_en2es_189911	So when we met , Chuck was a [senior] in [high school] .	Cuando nos conocimos , Chuck estudiaba el [último año] de [la secundaria] .	"SYS_CONV; SYS_DESC"	R	TRAIN
ted_en2es_10597	So Obiang [junior] , well , he buys himself a [$] 30 million mansion in Malibu , California .	Así que Obiang [hijo] se compra una mansión de [USD] 30 millones en Malibú , California .	"SYS_CONV; MEAS_SPEC"	R	POOL
ted_en2es_16511	It has to do with [a gallon] of milk , with [college tuition] .	Tiene que ver con [un litro] de leche , con la [matrícula universitaria] .	"SYS_CONV; MEAS_CONV"	R	POOL
ted_en2es_110646	"The Digital [Highway] arrived in [America] &apos;s living rooms late in the twentieth century ."	La [Autopista] Digital llegó a los hogares de [EEUU] al finalizar el siglo XX .	"SYS_CONV; ENT_REP"	R	TRAIN
ted_en2es_9289	"&quot; &quot; Bad spelling , incorrectness as well as inelegance of expression in writing . &quot; &quot; And he &apos;s talking about people who are otherwise well prepared for [college studies] ."	"&quot; &quot; Mala ortografía , Inexactitudes asi como falta de elegancia de expresión en la escritura &quot; &quot; . Y esta hablando de personas las cuales están bien preparadas para los [estudios universitarios] ."	SYS_CONV	R	POOL
ted_en2es_87694	"And then at [college] , it &apos;s like she never came home ."	Y luego en la [universidad] , era como si nunca venía a la casa .	SYS_CONV	R	POOL
ted_en2es_86801	I was raised in Seoul , Korea , and moved to New York City in 1999 to attend [college] .	Me crié en Seúl , Corea , y me mudé a Nueva York en 1999 para ir a la [Universidad] .	SYS_CONV	R	POOL
ted_en2es_83263	"After all , that &apos;s how I funded my [college] years ."	Después de todo , así fue como financié mis años de [universidad] .	SYS_CONV	R	POOL
ted_en2es_78171	"And this is in Anaheim , California , and it &apos;s a [freeway] building ."	Esto es en Anaheim , California , y es un edificio de [autopista] .	SYS_CONV	R	TRAIN
ted_en2es_7640	But in order to expand that , you need a river , or you need a [highway] , or you need telephone lines .	Para expandirla , se necesita un río , o una [autopista] , o líneas telefónicas .	SYS_CONV	R	POOL
ted_en2es_75355	He was a student at Princeton in philosophy and math , actually won the prize for the best [undergraduate] philosophy thesis last year when he graduated .	Él era un estudiante de filosofía y matemáticas en Princeton , de hecho , ganó el premio a la mejor tesis de [licenciatura] en filosofía cuando se graduó el año pasado .	SYS_CONV	R	POOL
ted_en2es_69509	I have a [B.A.] in English from [Harvard College] , an MBA in marketing from Wharton Business School .	Soy [licenciada] en Inglés de la [Universidad de Harvard] y tengo un MBA en Marketing de la Wharton Business School .	SYS_CONV	R	POOL
ted_en2es_69501	I was 22 . I had just [graduated] from [Harvard College] .	Tenía 22 años . Acababa de [licenciarme] en la [Universidad de Harvard] .	SYS_CONV	R	POOL
ted_en2es_66843	Two years ago , she graduated from [Connecticut College] .	Hace dos años se graduó en la [universidad de Connecticut] .	SYS_CONV	R	POOL
ted_en2es_66048	"And now what she &apos;s looking at in New York are [colleges] , because she &apos;s determined to go to school in New York ."	Y ahora lo que mira en Nueva York son [universidades] , porque está decidida a estudiar en Nueva York .	SYS_CONV	R	TRAIN
ted_en2es_64629	"He &apos;s 45 years old . He &apos;s currently enrolled in [college] ."	Tiene 45 años . Está inscrito en la [universidad] .	SYS_CONV	R	POOL
ted_en2es_61776	"If you have an [undergraduate degree] in physics , I would suggest — although I don &apos;t , so maybe it &apos;s not even true — but something close to that would allow you , with the information that &apos;s currently available , to actually build a nuclear weapon ."	Si se han [licenciado] en física , le sugeriría ... bueno , no , así que igual ni es verdad ... pero algo parecido a eso le permitiría , con la información disponible , construir un arma nuclear .	SYS_CONV	R	POOL
ted_en2es_61714	"( Laughter ) I didn &apos;t do all that well in psychiatry in [medical school] , but I was interested , and I think this was seriously delusional . ( Laughter )"	( Risas ) Yo no lo hice tan bien en la [Facultad de Medicina] , en Psiquiatría , pero me interesaba , y creo que esto era bastante ilusorio . ( Risas )	SYS_CONV	R	POOL
ted_en2es_5910	"Her parents didn &apos;t go to [college] , and neither did any of her siblings ."	Sus padres no fueron a la [universidad] , y tampoco ninguno de sus hermanos .	SYS_CONV	R	POOL
ted_en2es_58693	By 2010 , [college graduates] , if you said two circles followed by a semicircle , two sixteens followed by what , they would say eight , because eight is half of 16 .	Para 2012 , los [estudiantes universitarios] , si les decías 2 círculos seguidos por un semicírculo , dos 16 seguidos ¿ por qué ? , responderían 8 , porque 8 es la mitad de 16 .	SYS_CONV	R	TRAIN
ted_en2es_58444	In 2006 they brought together [high school students and college students] and started to build these little odd creatures .	"En 2006 reunieron a [estudiantes de preparatoria y universitarios] que comenzaron a construir estas pequeñas criaturas raras ;"	SYS_CONV	R	POOL
ted_en2es_5742	At the end , the teenagers won the case with that evidence , and they were able to construct their skateboard park under that [freeway] .	Al final , los adolescentes ganaron el caso con esa evidencia y pudieron construir su parque de skateboard bajo la [autopista] .	SYS_CONV	R	POOL
ted_en2es_53849	My arts [degree] was the best nine and a half years of my life .	Mi [licenciatura] fueron los mejores nueve y medio años de mi vida .	SYS_CONV	R	TRAIN
ted_en2es_52992	Then I used , tried to use the [medical college] girls .	Luego intenté con las chicas de la [facultad de medicina] .	SYS_CONV	R	POOL
ted_en2es_5185	"Those are the questions I learned at Health Leads , not in [medical school] . &quot; &quot; Now none of these solutions — the prescription pad , the electronic medical record , the waiting room , the army of [college students] — are perfect ."	Esas son las preguntas que aprendí en Health Leads , no en la [universidad] ” . Ahora bien , ninguna de estas soluciones : el talonario de prescripciones , la historia clínica electrónica , la sala de espera , el ejército de [estudiantes universitarios] , es perfecta .	SYS_CONV	R	POOL
ted_en2es_47197	After sleeping in the mud at Woodstock , I went off to MIT to go to [college] , where to make money , I worked on the Multics Project .	Tras dormir en el lodo en Woodstock , fui al MIT a la [universidad] , donde , para ganar dinero , trabajé en el Proyecto Multics .	SYS_CONV	R	POOL
ted_en2es_42164	"So that &apos;s just how this goes . ( Applause ) JL : So how do you stick with them after they leave [high school] ?"	Así es como vamos . ( Aplausos ) JL : ¿ Cómo mantienen el contacto con ellos después de que dejan [la preparatoria] ?	SYS_CONV	R	POOL
ted_en2es_42160	A hundred percent of them went to [college] .	El 100 % de ellos fueron a la [Universidad] .	SYS_CONV	R	POOL
ted_en2es_4212	I had a bit of an epiphany being lost in Pennsylvania , and I took a left turn trying to get back to the [highway] .	Tuve una especie de epifanía cuando estaba perdido en Pennsylvania , y giré a la izquierda para inentar volver a la [autopista] .	SYS_CONV	R	EXTR
ted_en2es_41385	It reminds me a bit of [high school] , unfortunately .	Eso me recuerda un poco [la preparatoria] , desafortunadamente .	SYS_CONV	R	POOL
ted_en2es_38106	Ordinary people know about this because if you go to a village in India , they might not have gone to engineering [college] , but no one makes a roof placed like this .	"La gente común lo sabe ; si usted va a una aldea en la India , puede que ellos no hayan ido a la [universidad] , pero nadie construye el techo así ."	SYS_CONV	R	POOL
ted_en2es_38059	"The early &apos; 70s , I was in [college] ."	En los años 70 estaba en la [universidad] .	SYS_CONV	R	POOL
ted_en2es_37480	Back on [Highway] 1 , I envisioned what awaited .	En la [autopista] 1 , imaginaba lo que me esperaba .	SYS_CONV	R	EXTR
ted_en2es_37455	[College] ended and I returned to Jerusalem for a year .	Terminé la [universidad] y regresé a Jerusalén por un año .	SYS_CONV	R	POOL
ted_en2es_23718	They learned how to distinguish different species of mosses , which , to tell you the truth , is a lot more than my [undergraduate students] at the Evergreen College can do .	aprendieron cómo distinguir entre los diferentes especies de musgos , lo cual , para decir la verdad , es más que pueden hacer mis [estudiantes de licenciatura] en el Evergreen College .	SYS_CONV	R	POOL
ted_en2es_23178	( Laughter ) So this was not what they call a laboratory-scale experiment , and they wouldn ’ t have liked it at my [college] .	( Risas ) Entonces esto no era lo que se llama un experimento a escala de laboratorio , y no les habría gustado en mi [universidad] .	SYS_CONV	R	EXTR
ted_en2es_2168	These folk singers met at [college] at a gender studies program .	Estas cantantes folklóricas se conocieron en la [universidad] en un programa de estudios de género .	SYS_CONV	R	POOL
ted_en2es_203445	I was a young man , and I had been dropping in and out of [college] .	Yo era joven y había dejado la [universidad] varias veces .	SYS_CONV	R	POOL
ted_en2es_203252	After [college] , my first job was working behind one of these secret doors .	Después de la [universidad] , mi primer trabajo fue detrás de una de estas puertas secretas .	SYS_CONV	R	POOL
ted_en2es_189862	[College] has some shortcomings .	La [universidad] tiene algunas deficiencias .	SYS_CONV	R	POOL
ted_en2es_184201	"My daughter &apos;s 20 . She &apos;s a [college] student ."	Mi hija tiene 20 y está en la [universidad] .	SYS_CONV	R	POOL
ted_en2es_182538	I wish there was a [liberal arts college] in every African country .	Ojalá hubiera [universidades humanistas] en cada país africano .	SYS_CONV	R	POOL
ted_en2es_180128	But all that was just a more sophisticated way to manipulate my body — a further disassociation , like planting a vegetable field on a [freeway] .	Pero todo esto solo era una manera más sofisticada de manipular mi cuerpo , una disociación mayor , como plantar un campo de vegetales en una [autopista] .	SYS_CONV	R	POOL
