ID	Source	Target	Type	Style	Dataset
ted_en2it_128492	"The visibility &apos;s [600 ft .] ; we &apos;re on our safety lines ; the ice is moving all over the place ."	"La visibilità è [180 metri] ; siamo legati alle corde di sicurezza ; il ghiaccio è in movimento ovunque ."	MEAS_CONV	R	POOL
ted_en2it_128759	Death penalty in [America] is defined by error .	La pena di morte negli [Stati Uniti] viene definita per errore .	ENT_REP	R	POOL
ted_en2it_12949	In addition to , I think , doing a beautiful adaptive reuse , they tore up some of the parking spaces , put in bioswales to collect and clean the runoff , put in a lot more sidewalks to connect to the neighborhoods .	Oltre che farne un uso riadattativo meraviglioso , in questi progetti si sono liberati anche dei parcheggi , creati bioswales [( canali di scolo con vegetazione )] , inseriti molti marciapiedi per collegare le diverse zone .	ADD_INF	A	POOL
ted_en2it_129497	"So far , they &apos;ve packed up about [4,500 feet] of ice cores for shipment back to the United States ."	Finora hanno preparato circa [1.300 metri] di cilindri di ghiaccio da spedire negli Stati Uniti .	MEAS_CONV	R	POOL
ted_en2it_130309	"So what you see now is called &quot; &quot; Shadow Foreshadow . &quot; &quot; And what I &apos;d like to tell you is we don &apos;t see shadow , and we don &apos;t see light too ; we see the source of the light ."	"Quello che vedete adesso si chiama &quot; &quot; Shadow Foreshadow &quot; &quot; [( Ombra Presagio )] E ciò che vorrei dirvi è che non vediamo l&apos; ombra , ma nemmeno la luce . Vediamo la fonte della luce ."	TRANS	A	POOL
ted_en2it_130652	Cool in my terms is three or four or five thousand degrees .	Freddo per me significa 3 o 4 o 5 mila gradi [centigradi]	MEAS_SPEC	A	POOL
ted_en2it_130981	Now , the web address was thiscityisgoingonadiet.com.	"Il sito web era thiscityisgoingonadiet.com. [&#91; questa città si metterà a dieta &#93;]"	TRANS	A	POOL
ted_en2it_135241	"( Laughter ) I love the word &quot; &quot; Eurotrash . &quot; &quot; ( Laughter ) That &apos;s all the Eurotrash coming through JFK customs ."	"( Risate ) Amo la parola &quot; &quot; Eurotrash &quot; &quot; [( eurociurma )] . ( Risate ) Questa è l&apos; eurociurma che passa dalla dogana dell&apos; aeroporto JFK ."	TRANS	A	POOL
ted_en2it_138135	After the war , you found the United Nations , you found the Organization for Economic Cooperation and Development , you found the [IMF] , you encouraged Europe to create the European Community — all systems for mutual government support .	"Dopo la guerra , avete fondato le Nazioni Unite , l&apos; OECD [( Organizzazione per lo Sviluppo e la Cooperazione Economica )] , il [Fondo Monetario Internazionale] , e avete incoraggiato l&apos; Europa a creare la Comunità Europea . Tutti sistemi di reciproco sostegno ai governi ."	"ENT_ACR; ENT_ACR"	"A; A"	POOL
ted_en2it_140252	Now the authorities at [CCNY] were getting tired of me being there .	Ora , le autorità del [City College di New York] si stavano stancando di me .	ENT_ACR	R	EXTR
ted_en2it_14175	"Now , the irony is , it &apos;s probably sold in our supermarket shelves in the Twin Cities ."	"Ora , l&apos; ironia della cosa è che probabilmente viene venduta nei supermercati nelle cosiddette &quot; &quot; Città Gemelle &quot; &quot; [( Minneapolis / Saint-Paul )] ."	ADD_INF	A	POOL
ted_en2it_142014	"So think of this as Africa &apos;s Ivy League , but instead of getting admitted because of your [SAT] scores or because of how much money you have or which family you come from , the main criteria for getting into this university will be what is the potential that you have for transforming Africa ?"	"Vedetela come la Ivy League africana , ma invece di essere ammessi grazie ai [test di ammissione] , o perché siete ricchi , o per la famiglia in cui siete cresciuti , il criterio principale di ammissione a questa università sarà il vostro potenziale nel trasformare l&apos; Africa ."	SYS_DESC	R	POOL
ted_en2it_143425	The force on the left respects Posse Comitatus restrictions on the use of force inside the U.S.	"L&apos; esercito a destra rispetta il Posse Comitatus [Act] [( non può essere usato per compiti di polizia )] come è in vigore negli USA ."	"ENT_HYP; ADD_INF"	"A; A"	POOL
ted_en2it_143843	Central Intelligence Agency .	La Central Intelligence Agency [( CIA )] .	ENT_ACR	A	POOL
ted_en2it_143984	"He said , &quot; &quot; Go on , Milo . Squash it . &quot; &quot; What we &apos;re using there is , we &apos;re using something , a piece of technology called Tellme ."	"Ha detto : &quot; &quot; Vai Milo , schiacciala &quot; &quot; ! Qui stiamo usando una tecnologia chiamata Tellme [( Dimmi )] ."	TRANS	A	POOL
ted_en2it_145979	"You know , I &apos;m struck by how one of the implicit themes of TED is compassion , these very moving demonstrations we &apos;ve just seen : [HIV] in Africa , President Clinton last night ."	"Sapete , mi colpisce che uno dei grandi temi impliciti , al TED , sia la compassione . Ne abbiamo visto dimostrazioni molto toccanti : l&apos; [AIDS] in Africa , col Presidente Clinton ieri sera , [ad esempio] ."	"ENT_REP; OTHER"	"R; A"	EXTR
ted_en2it_146020	And before he was arrested , he had murdered his grandparents , his mother and five co-eds at [UC Santa Cruz] .	"E prima di essere arrestato , aveva ucciso i suoi nonni , sua madre e cinque studentesse dell&apos; [Università di Santa Cruz] ."	ENT_DESC	R	POOL
ted_en2it_146022	"For one thing , he &apos;s [almost seven feet] tall ."	Per prima cosa è alto [due metri] .	MEAS_CONV	R	POOL
ted_en2it_147938	"( Applause ) So he didn &apos;t just learn water ."	"( Applauso ) Così non ha solo imparato [la parola] &quot; &quot; water &quot; &quot; ."	HYPER	A	EXTR
ted_en2it_150030	"We &apos;re getting a lot of interest from government . Ed Miliband , the energy minister of this country , was invited to come to our recent conference as a keynote listener ."	"Stiamo ottenendo l&apos; interesse del governo . Ed Miliband , il ministro dell&apos; energia di questo paese [( UK )] , è stato recentemente invitato a venire alla nostra conferenza , come spettatore ."	DEIX	A	EXTR
ted_en2it_150032	"There are now two local authorities in this country who have declared themselves transitional local authorities , Leicestershire and Somerset . And in Stroud , the transition group there , in effect , wrote the local government &apos;s food plan ."	"Ci sono al momento nel paese [( UK )] due amministrazioni locali che si sono dichiarate amministrazioni locali di Transizione , Leicestershire e Somerset . E a Stroud , il gruppo di Transizione , ha in effetti scritto il piano alimentare per l&apos; amministrazione locale ."	DEIX	A	POOL
ted_en2it_1511	This will apply to people across all of [America] .	Sarà attivo in tutti [gli Stati Uniti] .	ENT_REP	R	EXTR
ted_en2it_151285	"It &apos;s being led by one of our collaborators , Alan Horsager at USC , and being sought to be commercialized by a start-up company Eos Neuroscience , which is funded by the NIH ."	Sono dirette da uno dei nostri collaboratori , Alan Horsager della USC [( Università della Bassa California )] , e stiamo pensando alla commercializzazione con la start up Eos Neuroscience , sovvenzionata dal NIH [( Istituto Nazionale della Salute )] .	"ENT_ACR; ENT_ACR"	"A; A"	EXTR
ted_en2it_151333	Tourists in glass-bottomed boats would be viewing the drowned towers of Miami through [150 feet] of tropical water .	I turisti , a bordo di navi dal fondo trasparente , osserverebbero le torri sommerse di Miami solcando acque tropicali [profonde] [poco meno di 50 metri] .	"MEAS_DIM; MEAS_CONV"	"R; A"	EXTR
ted_en2it_151624	"I &apos;ve put on [30 pounds] ."	Ho messo su [13 chili] .	MEAS_CONV	R	POOL
ted_en2it_154026	So , when I got to MIT , you know , as most of you who are creatives , your parents all told you not to be creative , right ?	Così quando andai al MIT [( Massachusetts Institute of Technology )] , siccome molti di voi sono creativi , i vostri genitori vi avranno detto di non essere creativi , giusto ?	ENT_ACR	A	EXTR
ted_en2it_154148	Because of that , I became interested in blue tape , so in San Francisco , at [C.C.] , I had a whole exhibition on blue tape .	A causa di ciò , cominciai ad interessarmi al nastro blu , così a San Francisco , presso il [City College] , feci una mostra intera sul nastro blu .	ENT_ACR	R	EXTR
ted_en2it_154184	[My alma mater] , MIT , and I had this moment — a kind of M. Night Shayamalan moment — where I thought , Whoa ! I have to do this .	"Io e [la mia università] , MIT , abbiamo avuto questo momento , un po &apos; alla M. Night Shayamalan , in cui ho pensato : &quot; &quot; Wow ! Devo fare questa cosa &quot; &quot; ."	OTHER	R	EXTR
ted_en2it_154231	"So June 1945 — actually , the bomb hasn &apos;t even been dropped yet — and Von Neumann is putting together all the theory to actually build this thing , which also goes back to Turing , who , before that , gave the idea that you could do all this with a very brainless , little , finite state machine , just reading a tape in and reading a tape out ."	"Giugno 1945 . In quel momento , la bomba &#91; [sul Giappone] [NdT] &#93; non era ancora stata sganciata , e von Neumann sta già mettendo insieme tutte le teorie necessarie per costruire questa cosa , che ci porta indietro fino a Turing , che , prima di questo , diede l&apos; idea che si potesse fare tutto ciò con una banale macchina a stati finiti , che semplicemente legge un nastro in entrata e uno in uscita ."	"CLEAR; LING_EXPL"	"A; A"	EXTR
ted_en2it_155112	And so the kids are raised in a certain way , jumping through achievement hoops of the things we can measure — [SAT prep] , oboe , soccer practice .	E così tiriamo su i nostri figli in un certo modo , traguardo dopo traguardo , sempre cose misurabili — [esami di ammissione] , corso di oboe , allenamento di calcio .	SYS_DESC	R	POOL
ted_en2it_156388	And one of the most common faces on something faced with beauty , something stupefyingly delicious , is what I call the OMG .	Ed una delle espressioni più comuni di chi si trova di fronte alla bellezza , a qualcosa di stupendemente delizioso , è che quella espressione che chiamo [Oh Mio Dio ( OMG )] .	ACR	A	POOL
ted_en2it_158961	"We &apos;ll never know if this stuff worked . Actually , I think the [Federal Bureau of Investigation] took it down for security purposes , sometime in the early 1900s ."	"Non sapremo mai se funzionasse . In effetti credo che l&apos; [FBI] l&apos; abbia abbattuta , per motivi di sicurezza , nei primi anni del &apos; 900"	ENT_ACR	R	POOL
ted_en2it_160370	The tattooed man , a self-styled true American vigilante , shoots Raisuddin in revenge for [9 / 11] .	"L&apos; uomo tatuato , un sedicente vero giustiziere americano , spara a Raisuddin per vendicare [l &apos; 11 settembre] ."	ENT_ACR	R	POOL
ted_en2it_163291	Gets up to 600 , 700 degrees F , somewhere in that range .	Arriva a 600 , 700 gradi Fahrenheit , [circa 300 , 400 gradi Celsius] .	MEAS_CONV	A	EXTR
ted_en2it_163937	It literally is Waterhouse .	"E &apos; letteralmente una Waterhouse [( Casa dell&apos; Acqua )] ."	TRANS	A	POOL
ted_en2it_164150	And quite frankly , I think if Colonel Sanders was to be careful how he worded it , he could actually advertise an extra piece .	E , molto francamente , credo , se il Colonnello Sanders [( della Kentucky Fried Chicken )] lo mettesse in parole appropriate , potrebbe pubblicizzare un pezzo in più .	ENT_SPEC	A	POOL
ted_en2it_164746	"I needed teachers , in the classroom , every day , who were going to say , &quot; &quot; You can move beyond that . &quot; &quot; And unfortunately , the local [junior high] was not going to offer that ."	"Avevo bisogno di insegnanti , in classe , ogni giorno , che dicessero : &quot; &quot; Puoi superare tutto questo &quot; &quot; . E sfortunatamente la [scuola media] locale non mi avrebbe offerto nulla del genere ."	SYS_CONV	R	POOL
ted_en2it_167719	There was a case study done in 1960s Britain , when they were moving from [grammar schools to comprehensive schools] .	"C&apos; è stato un caso studio negli anni 60 in Grand bretagna , quando stavano passado dalle [scuole elementari alle medie] ."	SYS_CONV	R	EXTR
ted_en2it_169715	"It &apos;s called &quot; &quot; Tidying Up Art &quot; &quot; and it &apos;s , as you can see , it &apos;s more or less a picture book ."	"Si chiama , Tidying Up Art ( [L&apos; arte a soqquadro] [n.d.t.] ) e , come potete vedere , è più o meno un libro illustrato ."	"TRANS; LING_EXPL"	"A; A"	POOL
ted_en2it_170574	"And it &apos;s [2.4 billion gallons] of gasoline wasted ."	E sono [più di 9 miliardi di litri] di benzina sprecata .	MEAS_CONV	R	POOL
ted_en2it_172989	"And the reason this is happening , by and large , is because of our food system and the way the government commodifies food , the way the government oversees our food , the way the USDA puts food on kids &apos; plates that &apos;s unhealthy , and allows unhealthy food into schools ."	"E nel complesso , la ragione per cui ciò accade è che il nostro sistema nutrizionale il modo in cui il Governo mercifica il cibo , in cui vigila su di esso , e il modo in cui l&apos; USDA &#91; [ministero dell&apos; agricoltura] [n.d.t.] &#93; mette il cibo nei piatti dei bambini sono dannosi , e permettono la presenza di cibo dannoso nelle scuole ."	"ENT_DESC; LING_EXPL"	A	POOL
ted_en2it_17400	It has to do with a [gallon] of milk , with [college tuition] .	Ha a che fare con [un litro] di latte , con le [tasse universitarie] .	"MEAS_CONV; SYS_CONV"	"R; R"	POOL
ted_en2it_176913	And just last month the first FDA-approved application was approved to allow radiologists to do actual reading on these sorts of devices .	E solo il mese scorso la prima applicazione approvata dalla FDA [( Ministero della Salute )] è stata approvata per permettere ai radiologi di effettuare letture di immagini diagnostiche su questi dispositivi .	ENT_DESC	A	EXTR
ted_en2it_177120	My [GPA] was consistently in the [low 2s] .	La mia [media] era a [malapena sopra la sufficienza] .	"SYS_CONV; SYS_CONV"	"R; R"	POOL
ted_en2it_178417	"If you &apos;re at [100,000 feet] you die ."	Se siete a [30 mila metri] siete morti .	MEAS_CONV	R	POOL
ted_en2it_178575	This is the One Laptop per Child , the $ 100 laptop .	Questo è one laptop per child [( un portatile per ogni bambino )] , il portatile da 100 dollari .	TRANS	A	POOL
ted_en2it_180830	Prototaxites , laying down , was about [three feet] tall .	Un Prototaxites , restando bassi , era alto circa [1 metro] .	MEAS_CONV	R	POOL
ted_en2it_18557	Now , [100,000 feet] , if you fly cross-country to Los Angeles , you fly [37,000 feet] .	"Ora , [30 km] , in un viaggio aereo verso Los Angeles si vola a [11 km] [d&apos; altezza] ."	"MEAS_CONV; MEAS_DIM"	"R; R; A"	EXTR
ted_en2it_18558	We do our tests at [100,000 feet] .	"Noi abbiamo svolto i test a [30 km] d&apos; altitudine ."	MEAS_CONV	R	POOL
ted_en2it_187452	( Laughter ) And then came the summer after my [freshman year] , when my grandfather passed away due to cancer .	"( Risate ) E poi venne l&apos; estate del mio [primo anno di scuola superiore] quando mio nonno morì a causa di un cancro ."	SYS_DESC	R	POOL
ted_en2it_187454	So , armed with all the wisdom of [freshman year] biology , I decided I wanted to do cancer research at 15 .	"Quindi , armata della conoscenza del [primo anno] di biologia di scuola superiore , decisi che volevo dedicarmi alla ricerca sul cancro all&apos; età di 15 anni ."	SYS_DESC	R	POOL
ted_en2it_187894	It has become the hub of diplomatic institutions such as the [East Asian Community] .	"È diventata il nodo di istituzioni diplomatiche come l&apos; [EAC] ( Comunità dell&apos; Asia orientale ) ."	ENT_ACR	A	POOL
ted_en2it_189697	"The new report , &quot; &quot; The Next Eleven , &quot; &quot; highlights that by 2020 Nigeria is going to be amongst the top 10 economies in the world ."	"Il nuovo rapporto , &quot; &quot; The Next Eleven &quot; &quot; [( I prossimi 11 )] , sottolinea che entro il 2020 la Nigeria sarà tra le prime 10 economie del mondo ."	TRANS	A	POOL
ted_en2it_19296	Think how you would have approached your world differently if at nine years old you found out you could swim a mile and a half in [56-degree] water from Alcatraz to San Francisco .	"Pensate a come avreste affrontato il mondo diversamente se a 9 anni aveste scoperto di poter nuotare per un miglio e mezzo nell&apos; acqua a [13 °] [C] da Alcatraz a San Francisco ."	"MEAS_CONV; MEAS_SPEC"	"R; A"	EXTR
ted_en2it_194228	He combined the tremendous skills of a geek with the suave social engineering skills of the master criminal .	"Unì l&apos; incredibile abilità di un geek [( esperto di infomatica )] alle sofisticate capacità di ingegneria sociale di un maestro del crimine ."	ADD_INF	A	POOL
ted_en2it_195534	Well a part of it , of course , is [K-12] .	Beh , in parte , certamente , è la [scuola primaria e secondaria] .	SYS_CONV	R	POOL
ted_en2it_195535	We need to strengthen [K-12] .	Dobbiamo rafforzare la [scuola primaria e secondaria] .	SYS_CONV	R	POOL
ted_en2it_195537	"Whether you know it or not , large numbers of students with high [SAT] &apos;s and large numbers of [A.P. credits] who go to the most prestigious universities in our country begin in pre-med or pre-engineering and engineering , and they end up changing their majors ."	"Non so se lo sapete , ma una grande parte degli studenti che prendono un voto alto all&apos; [esame di ammissione all&apos; università] e una gran parte dei [crediti dati agli studenti più meritevoli] che vanno nelle università più prestigiose del nostro paese cominciano con studi di medicina e ingegneria , e finiscono con il cambiare il loro corso di laurea ."	"SYS_DESC; SYS_DESC"	"R; R"	POOL
ted_en2it_195559	That young man went on to graduate from UMBC , to become the first black to get the [M.D. / Ph.D.] from the University of Pennsylvania .	"Quel ragazzo è riuscito ad andare avanti e a laurearsi alla UMBC , e diventare il primo nero a ottenere il [dottorato in medicina] dall&apos; università della Pennsylvania ."	SYS_CONV	R	POOL
ted_en2it_195569	"She &apos;s on the faculty , tenure track in psychiatry , [Ph.D.] in neuroscience ."	Fa parte della facoltà , ha una cattedra in psichiatria , e un [dottorato] in neuroscienze .	SYS_CONV	R	POOL
ted_en2it_195637	Twenty-four years ago , I had — a [sophomore] in [college] , I had a series of fainting spells . No alcohol was involved .	"24 anni fa , ero uno studente al [secondo anno] di [università] , ebbi una serie di svenimenti . L&apos; alcool non c&apos; entrava ."	"SYS_DESC; SYS_CONV"	"R; R"	EXTR
ted_en2it_195734	My team is actually working in China on one of these self-care models for a project we called Age-Friendly Cities .	"La mia squadra lavora in Cina su uno di questi modelli di cure per un progetto chiamato Age-Friendly Cities [&#91; Città a misura di anziano &#93;] ."	TRANS	A	POOL
ted_en2it_196986	These clouds can grow so big , up to [50 miles] wide and reach up to [65,000 feet] into the atmosphere .	"Queste nubi possono diventare così grandi da raggiungere i [75 km] di ampiezza e oltre [20mila metri] di altezza nell&apos; atmosfera ."	"MEAS_CONV; MEAS_CONV"	"R; R"	POOL
ted_en2it_197036	And we know just an amazing amount more about the brain now than we did 10 years ago . We need a pump-push from the federal government , through NIH and National Science — NSF — and places like that to start helping the drug companies develop some advanced psychoactive drugs .	E sappiamo ora molto di più riguardo il cervello che dieci anni fa . Abbiamo bisogno di una spinta dal governo federale , attraverso gli NIH [( Istituti Nazionali di Sanità )] e la National Science - NSF - e posti simili , per cominciare ad aiutare le compagnie farmaceutiche a sviluppare droghe psicoattive avanzate .	ENT_ACR	A	EXTR
ted_en2it_197112	"When the StarLink disaster happened , there was a battle between the EPA and the FDA over who really had authority , and over what parts of this , and they didn &apos;t get it straightened out for months . That &apos;s kind of crazy ."	"Quando successe il disastro dello Starling vi fu una battaglia tra l&apos; EPA [( Agenzia di protezione ambientale )] e l&apos; FDA [( Agenzia per gli alimenti e i medicinali )] su chi avesse autorità su cosa e questo non portò a nulla per mesi . Una pazzia ."	"ENT_ACR; ENT_ACR"	"A; A"	POOL
ted_en2it_198030	[College] has some shortcomings .	"[L&apos; università] ha qualche limite ."	SYS_CONV	R	POOL
ted_en2it_201378	"The &quot; &quot; Green river , &quot; &quot; as a kind of activist idea , not a part of an exhibition , it was really about showing people , in this city , as they walk by , that space has dimensions . A space has time ."	"Il &quot; &quot; green river &quot; &quot; [( fiume verde )] , nel senso di idea attivista , non di esibizione , cercava di mostrare alla gente , in questa citta &apos; , mentre camminano , che lo spazio ha delle dimensioni . Uno spazio ha del tempo ."	TRANS	A	POOL
ted_en2it_201521	We started a childhood obesity initiative with the Heart Association in America .	"Abbiamo lanciato un&apos; iniziativa contro l&apos; obesità dei bambini con la Heart Association [( associazione del cuore )] in America ."	TRANS	A	EXTR
ted_en2it_201550	"The person , in my view , who has done the best job of this in the health care area , of building a system in a very poor area , is Dr. Paul Farmer , who , many of you know , has worked for now 20 years with his group , Partners in Health , primarily in Haiti where he started , but they &apos;ve also worked in Russia , in Peru and other places around the world ."	"La persona che , dal mio punto di vista , ha fatto il miglior lavoro nel campo della salute , nel costruire un sistema in un&apos; area molto povera , è il Dott. Paul Farmer , che molti di voi conoscono , e che ha lavorato per 20 anni con il suo gruppo , Partners in Health [( Soci in salute )] , soprattutto ad Haiti , dove ha iniziato . Ma hanno anche lavorato in Russia , Perù , e in altre zone del mondo ."	TRANS	A	EXTR
ted_en2it_201791	"And then [20 miles] down the road is Groveland , and that &apos;s where all the Wisconsin beekeepers go ."	"E [una trentina di km] più giù c&apos; è Groveland , che è il luogo dove vanno tutti gli apicoltori del Wisconsin ."	MEAS_CONV	R	EXTR
ted_en2it_201819	Thirty-two species have not been identified or found in the state since 1950 .	32 specie non sono state identificate o trovate nello stato [( della Pennsylvania )] sin dal 1950 .	ENT_SPEC	A	POOL
ted_en2it_202259	It is almost criminal that we are not investing more in energy research in [this country] .	"E &apos; quasi criminale che non si investa di più nella ricerca energetica [in America] ."	DEIX	R	POOL
ted_en2it_20615	"In this case it &apos;s Mies van der Rohe &apos;s Less is More ."	"In questo caso è un riferimento a &quot; &quot; Less is More &quot; &quot; [( Meno è di più )] di Mies van der Rohe ."	TRANS	A	POOL
ted_en2it_206611	A musician who took time from his life to teach me , a [sophomore] , a [freshman] at SUNY Buffalo .	Un musicista che ha preso dalla sua vita tempo per insegnare a me , uno studente del [secondo anno] , un [nuovo arrivato] alla SUNY di Buffalo .	"SYS_DESC; SYS_DESC"	"R; R"	POOL
