ID	Source	Target	Type	Style	Dataset
ted_en2el_60381	"So you start with the personalized data where the speed limit on the road that you are at that point is [25] , and , of course , you &apos;re going faster than that ."	Ξεκινάτε με τα εξατομικευμένα δεδομένα όπου το όριο ταχύτητας στον δρόμο σας είναι [40 χιλιόμετρα] , και φυσικά εσείς πάτε πιο γρήγορα .	"MEAS_CONV; MEAS_SPEC"	"R; A"	POOL
ted_en2el_98721	"That &apos;s [20 miles] between Mount Hope and Mount Kiffin ."	Είναι [απόσταση] [32 χιλιομέτρων] ανάμεσα στα όρη Χόουπ και Κίφιν .	"MEAS_CONV; MEAS_DIM"	"R; A"	EXTR
ted_en2el_46623	We found the Bismarck in [16,000 feet] . We then found the Yorktown .	"Βρήκαμε το &quot; &quot; Μπίσμαρκ &quot; &quot; σε βάθος περίπου [4880 μέτρων] . Μετά βρήκαμε το &quot; &quot; Γιόρκτάουν &quot; &quot; ."	MEAS_CONV	R	EXTR
ted_en2el_39630	"Within a month of living in Paris , I &apos;d lost [15 pounds] and I was in the best shape of my life because I was eating fresh food and I was walking wherever I went ."	"Μέσα σ &apos; ένα μήνα ζωής στο Παρίσι , έχασα περίπου [επτά κιλά] και ήμουν στην καλύτερη φόρμα της ζωής μου γιατί έτρωγα φρέσκο φαγητό και πήγαινα όπου ήθελα με τα πόδια ."	MEAS_CONV	R	EXTR
ted_en2el_138980	"I &apos;m [150 feet] down an illegal mine shaft in Ghana ."	"Είμαι σε βάθος [45 μέτρων] σ &apos; ένα παράνομο ορυχείο στην Γκάνα ."	MEAS_CONV	R	EXTR
ted_en2el_132302	"That &apos;s equal to [20 feet] of sea level , as is Greenland ."	Αυτό ισοδυναμεί με [έξι μέτρα] αύξηση του επιπέδου της θάλασσας , όπως στη Γροιλανδία .	MEAS_CONV	R	EXTR
ted_en2el_69542	And they have these long [30 to 40 to 50-ft.] tentacles .	και έχουν αυτά τα μακριά πλοκάμια περίπου [9-15 μέτρα] .	MEAS_CONV	R	POOL
ted_en2el_4092	"I &apos;ve got a 6 &apos; 5 &quot; &quot; black guy son . I was married to a black guy ."	Έχω μαύρο γιο με ύψος 1,95 . Έχω παντρευτεί μαύρο .	MEAS_CONV		POOL
ted_en2el_3206	"And a girl was there who has known me for years at my normal [5 &apos; 8 &quot; &quot;] ."	Ήταν εκεί μια κοπέλα που με γνώριζε από παλιά στο φυσιολογικό μου ύψος , [1,52 μ] .	MEAS_CONV	R	POOL
ted_en2el_131291	"Now together , through our supply chain , with partners , we &apos;ve managed to certify [35 million hectares] of forestry ."	Μαζί , λοιπόν , μέσω της αλυσίδας εφοδιασμού μας , με εταίρους , έχουμε καταφέρει να πιστοποιήσουμε [350 δις τμ.] δασοκομίας .	MEAS_CONV	R	POOL
ted_en2el_122637	"Hoffman , if you think that train coming down the track at [200 MPH] is just an icon of your desktop , why don &apos;t you step in front of it ?"	"Χόφμαν , αν πιστεύεις ότι αυτό το τρένο που έρχεται με [320 χλμ / ώρα] , είναι απλώς ένα εικονίδιο στην επιφάνεια εργασίας , γιατί δεν στέκεσαι στην πορεία του ;"	MEAS_CONV	R	POOL
ted_en2el_2444	"So , in the spirit of &quot; &quot; The Great Unveiling &quot; &quot; — I had to do this — I had to unveil something ."	"Έτσι , στο πνεύμα της &quot; &quot; Μεγάλης Αποκάλυψης &quot; &quot; [&#91; σημ : Γενικό θέμα του συνεδρίου &#93;] — έπρεπε να το κάνω αυτό — Έπρεπε να αποκαλύψω κάτι ."	"LING_EXPL; ADD_INF"	A	EXTR
ted_en2el_40728	"( Laughter ) It ain &apos;t pretty ."	( Γέλια . [Λογοπαίγνιο με τα ονόματα των παικτών .] ) Δεν είναι ωραίο .	LING_EXPL	A	EXTR
ted_en2el_100498	Participatory budgeting has [long] been practiced in Porto Alegre , Brazil .	Ο συνεργατικός προϋπολογισμός έχει [πολλά χρόνια] που υπάρχει στο Πόρτο Αλέγκρε , στη Βραζιλία .	HYPO_SPEC	A	EXTR
ted_en2el_93675	This was on Delta 719 going from JFK to San Francisco .	Αυτό ήταν στην [πτήση] Delta 719 πηγαίνοντας από το [αεροδρόμιο] JFK στο Σαν Φρανσίσκο .	"HYPER; ENT_HYP"	A	EXTR
ted_en2el_95203	And then the southernmost Maldives .	Και μετά στα πιο νότια [τμήματα] των Μαλδίβων .	HYPER	A	EXTR
ted_en2el_95187	"But in October , remember , we &apos;re still in southwest monsoon , Maldives is still in the southwest monsoon ."	Αλλά τον Οκτώβριο , θυμάστε , βρισκόμαστε ακόμα στην περίοδο του νοτιοδυτικού μουσώνα , οι Μαλδίβες είναι ακόμα στην [περίοδο] του νοτιοδυτικού μουσώνα .	HYPER	A	EXTR
ted_en2el_85108	"But in fact , here in the northwest , we &apos;re living very close to the real Koranic idea of paradise , defined 36 times as &quot; &quot; gardens watered by running streams . &quot; &quot; Since I live on a houseboat on the running stream of Lake Union , this makes perfect sense to me ."	"Στην πραγματικότητα , εδώ , στα βορειοδυτικά [&#91; των ΗΠΑ &#93;] , ζούμε πολύ κοντά στην πραγματική εικόνα του Παραδείσου κατά το Κοράνι , όπως ορίζεται 36 φορές ως &quot; &quot; κήποι που ποτίζονται από τρεχούμενα ποτάμια . &quot; &quot; Επειδή ζω σε πλωτό σπίτι στο ποτάμι της Λίμνης Γιούνιον , ο ορισμός μου φαίνεται εντελώς σωστός ."	ENT_SPEC	A	EXTR
ted_en2el_95578	"But that &apos;s really big in the [U.K.]"	Αλλά αυτό είναι μεγάλο πρόβλημα στην [Αγγλία] .	ENT_REP	R	EXTR
ted_en2el_7631	I was actually en route to a dinner held by Slow Food at the time .	"Στην πραγματικότητα ήμουν καθ &apos; οδόν για ένα δείπνο που παρέθετε το [Κίνημα] του Αργού Φαγητού εκείνο τον καιρό ."	ENT_HYP	A	EXTR
ted_en2el_5694	This is Chris Harbert from Rethink Robotics .	Αυτός είναι ο Κρις Χάρμπερτ από την [εταιρία] Rethink Robotics .	ENT_HYP	A	EXTR
ted_en2el_5679	On the left there is the PackBot from iRobot .	"Στ &apos; αριστερά βλέπετε το PackBot της [εταιρίας] iRobot ."	ENT_HYP	A	EXTR
ted_en2el_42906	This is Miguel Nicolelis of Duke .	Αυτός είναι ο Μιγκέλ Νικολίλις του [πανεπιστημίου] Ντιουκ .	ENT_HYP	A	EXTR
ted_en2el_34065	But on the more unequal end — U.K. , Portugal , USA , Singapore — the differences are twice as big .	Όμως στην πλευρά των [χωρών] με μεγαλύτερες ανισότητες — Ηνωμένο Βασίλειο , Πορτογαλία , ΗΠΑ , Σινγκαπούρη — οι διαφορές φτάνουν στο διπλάσιο .	ENT_HYP	A	EXTR
ted_en2el_129931	In 2004 , there were only two flights : two Russian Soyuz flights to the international manned station . And I had to fly three in Mojave with my little group of a couple dozen people in order to get to a total of five , which was the number the same year back in 1961 .	Το 2004 , έγιναν δύο πτήσεις : δύο Ρώσικα Σογιούζ πέταξαν στον διεθνή διαστημικό σταθμό . Και έπρεπε να κάνω τρεις φορές στην [έρημο] Μοχάβε με μία μικρή ομάδα ντουζίνας ανθρώπων για να φτάσουμε συνολικά στις πέντε , ο οποίος είναι ο ίδιος αριθμός με το 1961 .	ENT_HYP	A	EXTR
ted_en2el_100489	British Columbia , Canada , is publishing a catalogue of all the ways that its residents and citizens can engage with the state in the cocreation of governance .	Η [περιφέρεια] της Βρετανικής Κολούμπια , στον Καναδά , δημοσιεύει έναν κατάλογο όλων των τρόπων με τους οποίους οι κάτοικοί της μπορούν να εμπλακούν με την πολιτεία για την συνδιαμόρφωση της διακυβέρνησης .	ENT_HYP	A	EXTR
ted_en2el_6362	Working with MINUSTAH , which is the U.N. mission in Haiti , with the Ministry of Public Works , with different [NGOs] , we inspected over 1,500 buildings .	Δουλεύοντας με την MINUSTAH [( Αποστολή Σταθεροποίησης της Αϊτή )] , η οποία είναι η αποστολή του Ο.Η.Ε. στην Αϊτή , με το Υπουργείο Δημοσίων Έργων , με διάφορες [μη κυβερνητικές οργανώσεις] , επιθεωρήσαμε πάνω από 1.500 κτίρια .	"ENT_DESC; ACR"	"A; R"	EXTR
ted_en2el_93043	D-Day , June 6 , 1944 , the Allied invasion of Normandy , the largest amphibious invasion in world history .	[Απόβαση στη Νορμανδία] , 6 Ιουνίου του 1944 , οι συμμαχικές δυνάμεις εισβάλλουν στην Νορμανδία , η μεγαλύτερη αμφίβια εισβολή στην παγκόσμια ιστορία .	ENT_DESC	R	EXTR
ted_en2el_111992	"There &apos;s a project going on at [UC Davis] where people are using probiotics to try and treat , prevent , necrotizing enterocolitis in premature infants ."	Υπάρχει ένα πρόγραμμα στο [Πανεπιστήμιο Ντέιβις] , όπου οι άνθρωποι χρησιμοποιούν προβιοτικά στην προσπάθεια πρόληψης και θεραπείας της νεκρωτικής εντεροκολίτιδας στα πρόωρα βρέφη .	ENT_DESC	R	EXTR
ted_en2el_111924	"She said , &quot; &quot; Change your profession . &quot; &quot; He said , &quot; &quot; I can &apos;t . This is the only thing I know , but I &apos;ll invent a machine , which will solve your problem . &quot; &quot; And this is what he did , a sewing machine in Uttar Pradesh ."	"Είπε &quot; &quot; Άλλαξε επάγγελμα &quot; &quot; Της είπε &quot; &quot; Δεν μπορώ . Αυτό είναι το μόνο πράγμα που ξέρω να κάνω αλλά θα εφεύρω μια μηχανή &quot; &quot; η οποία θα λύσει το πρόβλημά σου &apos; &apos; Kαι αυτό έκανε , έφτιαξε μια πατρομηχανή στην Ουταρ Πραντές , [( περιοχή της Βόρειας Ινδίας )]"	ENT_DESC	A	EXTR
ted_en2el_107549	And quite frankly , I think if Colonel Sanders was to be careful how he worded it , he could actually advertise an extra piece .	"Και ειλικρινά , νομίζω αν ο Συνταγματάρχης Σάντερς [&#91; ιδρυτής της ΚFC &#93;] πρόσεχε πώς θα το ονόμαζε , θα μπορούσε να διαφημίσει ένα επιπλέον κομμάτι ."	ENT_DESC	A	EXTR
ted_en2el_100630	Now , we ’ re about to publish the first study looking at the effects of this program on prostate cancer , and , in collaboration with Sloane-Kettering and with [UCSF] .	Τώρα , θα δημοσιεύσουμε την πρώτη μελέτη που εξετάζει τις επιδράσεις αυτού του προγράμματος στον καρκίνο του προστάτη , και σε συνεργασία με το [Κέντρο Καρκίνου] Σλόαν- Κέτερινγκ και το [Πανεπιστήμιο του Σαν Φρανσίσκο]	ENT_DESC	"A; R"	EXTR
ted_en2el_40779	"We don &apos;t fix this now , how would you like to see a Dow 3,500 in 2026 ?"	"Εάν δεν το τακτοποιήσουμε αυτό τώρα , πως θα σας φαινόταν να βλέπατε το [δείκτη] [Ντάου Τζόουνς] στις 3500 [μονάδες] το 2026 ;"	"ENT_ACR; ENT_HYP; MEAS_DIM"	"R; A"	EXTR
ted_en2el_112076	It is approved under an [FDAIDE] at the University of Virginia in Charlottesville using focused ultrasound to ablate a point in his thalamus .	Έχει λάβει [Ερευνώμενο Συσκευών Απαλλαγή ( IDE ) από τον FDA] στο Πανεπιστήμιο της Virginia στο Charlottesville , χρησιμοποιώντας εστιασμένο υπέρηχο σε μία λάμα , σε ένα σημείο στο θάλαμο του εγκεφάλου .	"ENT_ACR; ENT_DESC"	R	EXTR
ted_en2el_91927	"Give him to the army . We &apos;ll never see him again . We &apos;ll never see him again . &quot; &quot; So they shipped me off to the army , and lo and behold , many years later , I &apos;m considered one of the greatest sons the [City College of New York] has ever had . ( Laughter ) So , I tell young people everywhere , it ain &apos;t where you start in life , it &apos;s what you do with life that determines where you end up in life , and you are blessed to be living in a country that , no matter where you start , you have opportunities so long as you believe in yourself , you believe in the society and the country ,"	"Δώστε τον στον στρατό . Δεν θα τον ξαναδούμε . Δεν θα τον ξαναδούμε » . Έτσι μ &apos; έστειλαν στον στρατό και ιδού , πολλά χρόνια αργότερα , θεωρούμαι ένας από τους σημαντικότερους αποφοίτους του [CCNY] . ( Γέλια ) Οπότε λέω σε όλους τους νέους , το θέμα δεν είναι που ξεκινάς τη ζωή , είναι το τι κάνεις με τη ζωή που καθορίζει που θα καταλήξεις στη ζωή σου και είστε ευλογημένοι που ζείτε σε μια χώρα που , ανεξάρτητα από που ξεκινάς , έχεις ευκαιρίες εφόσον πιστεύεις στον εαυτό σου , πιστεύεις στην κοινωνία και τη χώρα"	ENT_ACR	R	EXTR
ted_en2el_91918	And then I found ROTC .	Και τότε βρήκα το ROTC . [( Σώμα Εκπαίδευσης Έφεδρων Αξιωματικών )]	ENT_ACR	A	EXTR
ted_en2el_89833	"This is OPEC &apos;s revenue , this green box here — 780 billion a year ."	Αυτό είναι το εισόδημα του ΟΠΕΚ [( Οργανισμός εξαγωγών πετρελαιοπαραγωγών χωρών )] , αυτό το πράσινο κουτί εδώ — 780 δισεκατομμύρια το χρόνο .	ENT_ACR	A	EXTR
ted_en2el_89342	This story eclipsed every country except Iraq , and received 10 times the coverage of the IPCC report .	"Αυτή η είδηση επισκίασε κάθε χώρα εκτός από το Ιράκ και είχε 10 φορές μεγαλύτερη κάλυψη απ &apos; ό , τι η αναφορά της [Διακυβερνητικής Επιτροπής για την Αλλαγή του Κλίματος] ."	ENT_ACR	R	EXTR
ted_en2el_88915	"The Organized Crime and Corruption Reporting Project is staffed by journalists and citizens where they are crowd-sourcing what dictators and terrorists are doing with public funds around the world , and , in a more dramatic case , we &apos;ve seen in Mexico , a country that has been racked by 50,000 narcotics-related murders in the past six years ."	Το Πρόγραμμα Εντοπισμού του Οργανωμένου Εγκλήματος και της Διαφθοράς [( OCCRP )] στελεχώνεται από δημοσιογράφους και πολίτες οι οποίοι συλλέγουν πληροφορίες από το πλήθος των πολιτών σχετικά με τις κινήσεις ενός δικτάτορα ή των τρομοκρατών , με δημόσια χρηματοδότηση σε όλον τον κόσμο , και , σε μια πιο δραματική περίπτωση που είδαμε στο Μεξικό , σε μια χώρα που βασανίστηκε από 50.000 δολοφονίες που σχετίζονται με τα ναρκωτικά , μέσα στα τελευταία 6 χρόνια .	ENT_ACR	A	EXTR
ted_en2el_6826	"Sally : &quot; &quot; For this summer program at [NYU] . &quot; &quot; Jake : &quot; &quot; Haha . Slash I &apos;m watching this video with suns players trying to shoot with one eye . &quot; &quot; The slash is interesting ."	Σάλυ : « Γι ΄ αυτό το καλοκαιρινό πρόγραμμα στο [Πανεπιστήμιο της Νέας Υόρκης] » . Τζέικ : « Χαχα . Κάθετος παρακολουθώ ένα βίντεο με τους παίκτες της σανς να προσπαθούν να κάνουν βολές με ένα μάτι » . Η κάθετος έχει ενδιαφέρον .	ENT_ACR	A	EXTR
ted_en2el_6360	AIDG has worked in Haiti since 2007 , providing engineering and business support to small businesses .	Η AIDG [( Ομάδα Ανάπτυξης Κατάλληλων Υποδομών )] εργάζεται στην Αϊτή από το 2007 , παρέχοντας υποστήριξη για θέματα μηχανικής και επιχειρηματικότητας σε μικρές επιχειρήσεις .	ENT_ACR	A	EXTR
ted_en2el_41158	"And I &apos;m going to focus on Afghanistan and the Arab world with the [UAE] , how they &apos;re changing tribal societies , not by introducing Western ideas , but by being integrated into the language in those places ."	Και θα εστιάσω στο Αφγανιστάν και στον αραβικό κόσμο με τα [Ηνωμένα Αραβικά Εμιράτα] , στο πως αλλάζουν τις παραδοσιακές κοινωνίες , όχι με την εισαγωγή δυτικών ιδεών , αλλά με την ενσωμάτωσή των εκπομπών στη γλώσσα αυτών των περιοχών .	ENT_ACR	R	EXTR
ted_en2el_40722	It turns out that B of A in September had 32 times .	Φαίνεται πως η Τ της Α [( Τράπεζα της Αμερικής )] το Σεπτέμβριο είχε μόχλευση 32 φορές .	ENT_ACR	R	EXTR
ted_en2el_38	When I first came to Afghanistan in 2005 as a foreign minister , I met the commander of [ISAF] , the international troops .	Όταν ήρθα πρώτη φορά στο Αφγανιστάν το 2005 , ως υπουργός εξωτερικών , γνώρισα το διοικητή της [Διεθνούς Δύναμης Αρωγής για την Ασφάλεια] ( ISAF ) , των διεθνών στρατευμάτων .	ENT_ACR	A	EXTR
ted_en2el_34947	Instead , they just make me green with envy that my colleague from IUCN was able to go on this journey to the south of Madagascar seamounts to actually take photographs and to see these wondrous creatures of the deep .	Ενώ εγώ σκάω από τη ζήλια μου που ο συνάδελφός μου από το IUCN [( Διεθνής Ένωση για τη Διατήρηση της Φύσης )] μπόρεσε να πάει σε αυτό το ταξίδι στα νότια των υποθαλάσσιων όρεων της Μαδαγασκάρης και να τραβήξει φωτογραφίες και να δει από κοντά τα θαυμαστά αυτά πλάσματα του βυθού .	ENT_ACR	A	EXTR
ted_en2el_34306	When I was a student at MIT , we all shared one computer that took up a whole building .	Όταν ήμουν μαθητής στο ΜΙΤ [( Τεχνολογικό Ίδρυμα Μασαχουσέτης )] μοιραζόμασταν όλοι ένα υπολογιστή που καταλάμβανε ένα ολόκληρο κτίριο .	ENT_ACR	A	EXTR
ted_en2el_171	"So if you &apos;re running Namibia for Coca-Cola , and you have a 107 constituencies , you know where every can versus bottle of Sprite , Fanta or [Coke] was sold , whether it was a corner store , a supermarket or a pushcart ."	Αν λοιπόν διοικείς την Κόκα-Κόλα για τη Ναμίμπια και έχεις 107 περιφέρειες , ξέρεις σε ποιο σημείο έχει πουληθεί κάθε τενεκεδάκι ή μπουκάλι Σπράιτ , Φάντα ή [Κόκα-Κόλα] , αν το σημείο αυτό ήταν γωνιακό μαγαζάκι σουπερμάρκετ ή καροτσάκι	ENT_ACR	R	EXTR
ted_en2el_112888	We have many discussions now between [NIH] and companies about doing this that are looking very promising .	Έχουμε ξεκινήσει εκτεταμένο διάλογο μεταξύ των [Εθνικών Ινστιτούτων Υγείας] και των εταιριών για να μπορέσουμε να το πετύχουμε αυτό και τα πράγματα δείχνουν πολύ θετικά .	ENT_ACR	A	EXTR
ted_en2el_100785	"Now , to do that — with your tax dollars , thank you — I bought all these machines . We made a modest proposal to the [NSF] . We wanted to be able to make anything on any length scale , all in one place , because you can &apos;t segregate digital fabrication by a discipline or a length scale ."	Τώρα , για να το κάνω αυτό — με τα λεφτά των φόρων σας , σας ευχαριστώ — αγόρασα αυτές τις μηχανές . Κάναμε μια σεμνή πρόταση στο [Εθνικό Ίδρυμα Ερευνών] ( NSF ) . Θέλαμε να έχουμε τη δυνατότητα να φτιάξουμε οτιδήποτε και σε οποιαδήποτε κλίμακα , όλα σε ένα μέρος , γιατί δεν μπορείς να περιορίσεις την ψηφιακή κατασκευή με ένα κλάδος ή μια κλίμακα .	ENT_ACR	A	EXTR
ted_en2el_28640	This is what it will look like , fingers crossed , [NYU] willing .	Κάπως έτσι θα είναι , αν όλα πάνε καλά , με τη θέληση του [Πανεπιστημίου της Νέας Υόρκης] .	ENT_ACR	R	POOL
ted_en2el_17868	We have , at the Institute , ongoing funding now from NIH in a program with Novartis to try and use these new synthetic DNA tools to perhaps make the flu vaccine that you might get next year .	"Έχουμε στο Ινστιτούτο , τρέχουσα χρηματοδότηση , τώρα από το ΝΙΗ [&#91; National Institutes for Health &#93;] σε ένα πρόγραμμα με τη Novartis για να δοκιμάσουμε και να χρησιμοποιήσουμε αυτά τα νέα εργαλεία συνθετικού DNA για να κατασκευάσουμε ίσως το αντιγριππικό εμβόλιο που μπορεί να πάρετε την επόμενη χρονιά ."	ENT_ACR	A	POOL
ted_en2el_35007	Getting closer to shore , where we are , this was in fact taken in the Galapagos .	"Πλησιάζοντας προς την ακτή , όπου βρισκόμαστε , αυτή [&#91; η φωτογραφία &#93;] τραβήχτηκε στα [νησιά] Γκαλαπάγκος ."	"CLEAR; ENT_HYP"	A	EXTR
ted_en2el_38530	So , why is [it] so high ? Is it war ?	"Αρα , γιατί είναι τόσο υψηλό [&#91; το ποσοστό του HIV &#93;] ; Έχει να κάνει με τον πόλεμο ;"	CLEAR	A	EXTR
ted_en2el_45041	"But this phenomenal project &apos;s been happening ."	"Όμως αυτό το εντυπωσιακό σχέδιο [&#91; της συλλογής σπόρων &#93;] λαμβάνει χώρα ."	CLEAR	A	POOL
ted_en2el_38555	Look , the highly infected are four percent of all population and [they] hold 50 percent of the HIV-infected .	"Κοιτάξτε , ο πληθυσμός των χωρών με το υψηλότερο ποσοστό προσβεβλημένων αντιστοιχεί στο τέσσερα τοις εκατό όλου του πληθυσμού και [&#91; αυτές οι χώρες &#93;] έχουν το πενήντα τοις εκατό των προσβεβλημένων με HIV ."	CLEAR	A	POOL
ted_en2el_34325	The Great Depression made not a dent in this exponential progression .	"Η Μεγάλη Οικονομική Ύφεση [( &apos; 29- &apos; 31 ΗΠΑ )] δεν έκανε ούτε μία γρατζουνιά σε αυτή την εκθετική πρόοδο ."	ADD_INF	A	EXTR
ted_en2el_34311	"So people say , &quot; &quot; What &apos;s going to happen when Moore &apos;s Law comes to an end ? &quot; &quot; Which will happen around 2020 ."	"Όποτε οί ανθρωποι λένε . &quot; &quot; Τι θα γίνει όταν ο Νόμος του Μουρ [( η μακρόχρονη αυξητική τάση των δυνατοτήτων των υπολογιστών )] τελειώσει ; &quot; &quot; Το οποίο θα γίνει γύρω στο 2020 ."	ADD_INF	A	EXTR
ted_en2el_111471	Within a few weeks , I was performing , and in a few months , I debuted at the Kennedy Center .	Μέσα σε λίγες εβδομάδες τραγούδησα . Και μέσα σε λίγους μήνες , έκανα το ντεμπούτο μου στο Κένεντυ Σέντερ [( χώρος παραστάσεων )]	ADD_INF	A	EXTR
ted_en2el_99265	"When I arrived — I mean , I didn &apos;t have any contact with any [NGO] ."	Όταν έφτασα — δεν είχα καμιά επαφή με καμία [Μη Κυβερνητική Οργάνωση] ( ΜΚΟ ) .	ACR	A	EXTR
ted_en2el_129378	A greater distribution of the means of production , environmentally sound supply chains , and a newly relevant DIY maker culture can hope to transcend artificial scarcity .	Μία μεγαλύτερη κατανομή των μέσων παραγωγής , περιβαλλοντικά υγιείς αλυσίδες τροφοδοσίας , και μία [Κάντο Μόνο Σου] ( DIY ) κατασκευαστική κουλτούρα που πλέον έχει νόημα μπορεί να ελπίζει πως θα υπερκεράσει την τεχνητή έλλειψη .	ACR	A	EXTR
ted_en2el_129372	"We &apos;ve seen lots of excitement from these people , who can now start a construction business , parts manufacturing , organic CSA or just selling power back to the grid ."	Έχουμε δει πολύ ενθουσιασμό από αυτούς τους ανθρώπους , που τώρα μπορούν να ξεκινήσουν μια κατασκευαστική εταιρεία , επεξεργασία ανταλλακτικών , βιολογική [καλλιέργεια υποστηριζόμενη από την κοινότητα] ( CSA ) ή απλά πουλώντας ενέργεια πίσω στο δίκτυο .	ACR	A	EXTR
ted_en2el_25022	"While you &apos;re thinking about that , this was an experiment done by Susan Blackmore , a psychologist in England , who showed subjects this degraded image and then ran a correlation between their scores on an ESP test : How much did they believe in the paranormal , supernatural , angels and so forth ."	"Ενόσω συλλογίζεστε επάνω σε αυτό , &#91; να σας πω ότι &#93; αυτό ήταν ένα πείραμα που πραγματοποιήθηκε από την Σούζαν Μπλάκμορ , ψυχολόγο στην Αγγλία , η οποία επέδειξε σε κάποιους ανθρώπους αυτή την εικόνα χαμηλής ανάλυσης και εν συνεχεία δημιούργησε έναν συσχετισμό με τους βαθμούς τους σε ένα τεστ ESP [( τεστ εξωαισθητήριας αντίληψης )] , πόσο πολύ , δηλαδή , πιστεύουν στο ανεξήγητο , το υπερφυσικό , τους αγγέλους και ούτω καθεξής ."	ACR	A	POOL
