ID	Source	Target	Type	Style	Dataset
ted_en2fr_154739	"Acorn House is the element of wood ; Waterhouse is the element of water ; and I &apos;m thinking , well , I &apos;m going to be making five restaurants based on the five Chinese medicine acupuncture specialities ."	"Acorn House [( la Maison des Glands )] représente le bois . Waterhouse [( la Maison de l&apos; Eau )] représente l&apos; eau , et je réfléchis , enfin , je vais créer 5 restaurants basés sur les 5 spécialités de l&apos; acuponcture chinoise ."	TRANS	A	EXTR
ted_en2fr_155741	Some 10,000 tweets were written in that hashtag , while the opposite hashtag , # OsloHero , there was like a handful of tweets written .	"Environ 10 000 tweets ont été écrits avec ce hashtag , alors que pour le hashtag opposé , # OsloHero [&#91; héroïne d&apos; Oslo &#93;] , il n&apos; y avait qu&apos; une poignée de tweets écrits ."	TRANS	A	EXTR
ted_en2fr_164515	The Infinity Burial Project , an alternative burial system that uses mushrooms to decompose and clean toxins in bodies . The Infinity Burial Project	"Le projet Infinity Burial [( enterrement d&apos; infinité )] un système d&apos; enterrement alternatif qui utilise des champignons pour décomposer et nettoyer les toxines contenues dans les corps . Le projet Infinity Burial"	TRANS	A	POOL
ted_en2fr_172567	"I &apos;m going to talk about Save More Tomorrow ."	Je vais parler de Save More Tomorrow [( économiser plus demain )] .	TRANS	R	POOL
ted_en2fr_175241	"Then , on the side , we &apos;ve got the Web and , increasingly , the cloud , which is fantastic , but also — in the regard in which an interface is fundamental — kind of a distraction ."	"Ensuite , il y a Internet et de plus en plus , le nuage [( « cloud » )] , qui est fantastique , mais aussi une distraction car l&apos; interface est fondamentale ."	TRANS	A	POOL
ted_en2fr_188838	"It &apos;s called STRONG , which is &quot; &quot; Secure Transportation Reducing Oil Needs Gradually , &quot; &quot; and the idea is instead of being helpless , we need to be more strong ."	"Elle est appelée STRONG , pour &quot; &quot; Secure Transportation Reducing Oil needs Gradually , &quot; &quot; [( Sécuriser le transport , réduire progressivement les besoins en pétrole )] et l&apos; idée , c&apos; est qu&apos; à la place d&apos; être impuissant , on doit être plus fort ."	TRANS	R	POOL
ted_en2fr_189523	We have an annual gathering of people , and that is called Life in Space .	"Nous avons un rassemblement annuel qui s&apos; appelle &quot; &quot; Life in Space &quot; &quot; [( la vie dans l&apos; espace )]"	TRANS	A	POOL
ted_en2fr_190851	"This Arduino project , which I call the Enough Already , will mute the TV anytime any of these over-exposed personalities is mentioned . ( Laughter ) I &apos;ll show you how I made it . ( Applause ) MB : Check this out ."	"Ce projet Arduino , que j&apos; appelle Enough Already [&#91; Ça Suffit &#93;] , qu&apos; une de ces personnalités surexposées est mentionnée . ( Rires ) Je vais vous montrer comment je l&apos; ai fait . ( Applaudissements ) MB : Regardez ça ."	TRANS	A	EXTR
ted_en2fr_199659	"It &apos;s something that I call ¡ No MAS !"	"Et je pourrais l ’ appeler ¡ Plus de SAA ! [&#91; No MAS &#93;]"	TRANS	A	POOL
ted_en2fr_27323	Boundless Informant is a program that the NSA hid from Congress .	« Boundless Informant » [( Informateur sans limites )] est un programme que la NSA a caché au Congrès .	TRANS	A	POOL
ted_en2fr_36424	This is the Death Star .	Ceci est la Death Star [( Étoile de la mort )] .	TRANS	A	POOL
ted_en2fr_40037	"Another key story that comes to mind , which relates to this spirit child phenomenon , is &quot; &quot; The Spell of the Albinos . &quot; &quot; I &apos;m sure most of you may have heard , in Tanzania , children who are born with albinism are sometimes considered as being unfit to live in society ."	"Une autre histoire essentielle qui me vient à l&apos; esprit , qui a un lien avec ce phénomène &quot; &quot; Spirit Child &quot; &quot; , c&apos; est l&apos; affaire &quot; &quot; The Spell of Albinos &quot; &quot; [&#91; le sortilège des albinos &#93;] . Je suis sûr que la plupart d&apos; entre vous a entendu dire qu&apos; en Tanzanie , des enfants nés albinos sont parfois considérés inaptes à vivre au sein de la société ."	TRANS	A	EXTR
ted_en2fr_45744	"And so we call it &quot; &quot; cradle to cradle , &quot; &quot; and our goal is very simple ."	"Et nous l&apos; appelons : &quot; &quot; du berceau au berceau &quot; &quot; [( Cradle To Cradle )] et notre objectif est très simple ."	TRANS	A	EXTR
ted_en2fr_67284	We call it , in fact , a Li-Fi , light-fidelity .	"En fait nous appelons cela le Li-Fi , light-fidelity [&#91; lumière-fidélité &#93;] ."	TRANS	A	EXTR
ted_en2fr_7866	"It &apos;s called Universe : Revealing Our Modern Mythology ."	"Ça s&apos; appelle &quot; &quot; Universe &quot; &quot; [( Univers )] , et ça révéle notre mythologie moderne ."	TRANS	A	POOL
ted_en2fr_85667	This is a climb called the Dike Route , on Pywjack Dome , up in the Yosemite high country .	"Voici une escalade qui s&apos; appelle Dike Route [( la voie de la Digue )] , sur le Dome Peyrat , dans le haut pays de Yosemite ."	TRANS	A	POOL
ted_en2fr_85675	This is a climb in the Needles , again in California .	Voici une escalade dans les Needles [( les Aiguilles )] , toujours en Californie .	TRANS	A	POOL
ted_en2fr_88015	We hope that the Embrace infant warmer and other simple innovations like this represent a new trend for the future of technology : simple , localized , affordable solutions that have the potential to make huge social impact .	"Nous espérons que le &quot; &quot; chauffe-bébé &quot; &quot; Embrace [( &quot; &quot; Étreinte &quot; &quot; )] et d&apos; autres innovations aussi simples représenteront une nouvelle tendance dans le futur : une solution simple , adaptée aux conditions locales , abordable , abordable , qui pourra avoir un grand impact social ."	TRANS	R	POOL
ted_en2fr_88505	2005 I did a BASE jump from the Eiger , from the Monk and from the Jungfrau , three very famous mountains in Switzerland .	"En 2005 , j&apos; ai sauté de l&apos; Eiger , du Mönch [( le &quot; &quot; moine &quot; &quot; )] et de la Jungfrau [( la &quot; &quot; jeune fille &quot; &quot; )] trois montagnes très connues en Suisse ."	TRANS	A	POOL
ted_en2fr_98869	"Now these are not robots , they &apos;re kind of lovebots , you know ."	Maintenant ce sont , non pas des robots , mais des genres de lovebots [( robots-amours )] .	TRANS	A	POOL
ted_en2fr_123960	"Things like Invisible Obama or the famous &quot; &quot; binders full of women &quot; &quot; that came up during the 2012 election cycle , or even the fan fiction universe of &quot; &quot; West Wing &quot; &quot; Twitter in which you have all of these accounts for every single one of the characters in &quot; &quot; The West Wing , &quot; &quot; including the bird that taps at Josh Lyman &apos;s window in one single episode . ( Laughter ) All of these are rapid iterations on a theme ."	"Des choses comme « Invisible Obama » ou le mème « binders full of women » [&#91; Classeurs pleins de femmes &#93;] apparu pendant les élections de 2012 , ou encore l&apos; univers de fan fiction autour de « A la Maison Blanche » . Vous avez tous ces comptes Twitter , pour chaque personnage de la série « A la Maison Blanche » , y compris l&apos; oiseau qui tape à la fenêtre de Josh Lyman dans un seul épisode . Tout ça , ce sont des reprises d&apos; un thème ."	TRANS	A	POOL
ted_en2fr_93652	This is Richmond Hill , and Minetta Water , which used to run its way through Greenwich Village .	Voici la Colline de Richmond [( Richmond Hill )] , et Minetta Water qui coulait en traversant Greenwich Village .	TRANS	A	POOL
ted_en2fr_93644	And this is City Hall Park .	"Et voici le City Hall Park [( le Parc de l&apos; Hôtel de Ville )]"	TRANS	A	POOL
ted_en2fr_44082	"And of course , you can &quot; &quot; green &quot; &quot; things ."	"Et bien sûr , on peut « verdir » &#91; « green » &#93; les choses ."	TRANS	A	POOL
ted_en2fr_176801	"In his new and visionary book , &quot; New Self , New World , &quot; the writer Philip Shepherd says , &quot; &quot; If you are divided from your body , you are also divided from the body of the world , which then appears to be other than you or separate from you , rather than the living continuum to which you belong . &quot; &quot; Before cancer , the world was something other ."	"Dans son nouveau livre visionnaire , « New Self , New World » [&#91; un nouveau soi , un nouveau monde &#93;] l ’ écrivain Philip Shepherd dit , « Si vous êtes séparé de votre corps , vous êtes également séparé du corps du monde , qui ensuite parait être quelqu ’ un d ’ autre par rapport à vous ou séparé de vous , plutôt que le continuum du vivant auquel vous appartenez . » Avant le cancer , le monde était une autre chose ."	TRANS	A	POOL
ted_en2fr_52591	( Laughter ) So this project is called Look Up More . We had 70 actors dress in black .	"( Rires ) Ce projet s ’ appelle Look Up More [&#91; Regarde plus en haut &#93;] . Nous avions 70 acteurs habillés en noir ."	TRANS	A	POOL
ted_en2fr_95427	One of my favorite examples of collaborative lifestyles is called Landshare .	"L&apos; un de mes exemples préférés de modes de vie collaboratifs s&apos; appelle le &quot; &quot; Landshare &quot; &quot; [&#91; partage de terre &#93;] ."	TRANS	A	POOL
ted_en2fr_183649	"And we call this satellite &quot; &quot; Dove &quot; &quot; — Thank you ."	"Nous appelons ce satellite &quot; &quot; Dove &quot; &quot; [&#91; « la Colombe » &#93;] – Merci ."	TRANS	A	POOL
ted_en2fr_173568	"It would be , in essence , an &quot; &quot; Earth Witness &quot; &quot; project ."	"Ça serait , essentiellement , un projet « Earth Witness » [&#91; Témoin de la Terre &#93;] ."	TRANS	A	POOL
ted_en2fr_34536	But what about that guy ? ( Laughter ) ( Laughter ) In 2009 , I first heard about DIYbio .	"Et si c&apos; est ce type-là ? ( Rires ) ( Rires ) En 2009 , j&apos; ai entendu parler de DIYbio [&#91; Bio Bricolage &#93;] ."	TRANS	A	POOL
ted_en2fr_112497	And for that to happen , you need ideas like fair use to be central and protected , to enable this kind of innovation , as this libertarian tells us , between these two creative cultures , a commercial and a sharing culture .	"Et pour ce faire , vous avez besoin que les concepts comme le &quot; &quot; fair use &quot; &quot; [&#91; libre usage &#93;] soit centraux et protégés , afin de permettre ce type d&apos; innovation , comme ce libertaire nous dit , entre ces deux cultures de création , l&apos; une commerciale et l&apos; autre de partage ."	TRANS	A	POOL
ted_en2fr_99402	And the final letter is O , for over-harvesting — driving species into extinction by excessive hunting and fishing .	"Et la dernière lettre , le O , est pour sur-exploitation [&#91; Over-harvesting &#93;] — entrainant des espèces à l&apos; extinction à cause de chasses et de pêches excessives ."	TRANS	A	POOL
ted_en2fr_122142	"This is called &quot; &quot; Limit Out . &quot; &quot; This shows how limited our eye or hearing sense or touch — do we really see ?"	"Celle-ci s&apos; appelle &quot; &quot; Limit Out &quot; &quot; [&#91; &quot; &quot; À bas les limites &quot; &quot; &#93;] . Ça montre à quel point nos yeux , notre ouïe ou notre toucher — Est-ce que l&apos; on voit vraiment ?"	TRANS	A	POOL
ted_en2fr_155740	The way they called it : a betrayal to the Saudi country and the Saudi people , and they even started a hashtag called # OsloTraitor on Twitter .	"La façon dont ils en parlaient : une trahison envers le pays saoudien , envers le peuple saoudien , et ils ont même créé un hashtag appelé # OsloTraitor [&#91; traîtresse d&apos; Oslo &#93;] sur Twitter ."	TRANS	A	POOL
ted_en2fr_63220	Issued , evidently , by the [DMV] in her own [county] of Gwinnett .	Émis , apparemment , par le [Département de Transport] dans son propre [comté] de Gwinnett .	"SYS_DESC; SYS_CONV"	R	POOL
ted_en2fr_184229	"Whether you know it or not , large numbers of students with high [SAT] &apos;s and large numbers of [A.P. credits] who go to the most prestigious universities in our country begin in pre-med or pre-engineering and engineering , and they end up changing their majors ."	"Que vous le sachiez ou non , un grand nombre d&apos; étudiants avec de [hauts résultats au Bac] et un grand nombre de [crédits de placement anticipé] qui vont aux universités les plus prestigieuses de notre pays commencent leur première année de médecine ou d&apos; ingéniérie et finissent par changer de programme ."	"SYS_DESC; ACR"	R	POOL
ted_en2fr_10545	"But they lack spark ; they lack the ability to think creatively and think outside — they don &apos;t know how to dream . And so what these [Ivy League schools] , and Oxford and Cambridge and so on , are starting to send a message to parents and students that they need to put on the brakes a little bit ."	"Mais il leur manque l&apos; étincelle , il leur manque la capacité de penser de manière créative et penser en-dehors des sentiers battus — ils ne savent pas comment rêver . Et donc ces [universités d&apos; élite] , la bande d&apos; Oxford , Cambridge etc. , commencent à envoyer comme message aux parents et aux étudiants qu&apos; ils ont besoin de freiner un petit peu ."	SYS_DESC	R	POOL
ted_en2fr_37505	"Well since then , I just thought that I &apos;ve been really privileged to go to over 2,000 schools in my country — village schools , government schools , municipal schools , [Ivy League schools] — I &apos;ve been invited by most of them ."	"Depuis , j&apos; ai eu la chance de me rendre dans plus de 2 000 écoles dans mon pays , des écoles de village , des écoles publiques , des écoles municipales , [des écoles d&apos; élite] , j&apos; ai été invité par la plupart d&apos; entre elles ."	SYS_DESC	R	POOL
ted_en2fr_69228	"In [K through 12] , people are taking out wet labs . They think if we put a computer in the room it &apos;s going to take the place of actually , we &apos;re mixing the acids , we &apos;re growing the potatoes ."	"À [l&apos; enseignement primaire et secondaire] , les laboratoires sont en train d&apos; être supprimés . Il y a des gens qui croient que si on a un ordinateur dans la salle , il prendra l&apos; espace où nous mélangeons les acides , où nous cultivons les pommes de terre ."	SYS_DESC	R	POOL
ted_en2fr_184293	"Many students , [K-12] and in universities , don &apos;t want to just sit there and listen to somebody talk ."	"Beaucoup d&apos; étudiants , [pré-universitaires] et universitaires , ne veulent pas juste s&apos; asseoir et écouter quelqu&apos; un parler ."	SYS_DESC	R	POOL
ted_en2fr_184227	We need to strengthen [K-12] .	Nous devons renforcer le [pré-universitaire] .	SYS_DESC	R	POOL
ted_en2fr_176544	( Laughter ) And then came the summer after my [freshman year] , when my grandfather passed away due to cancer .	( Rires ) Et ensuite me voilà à ma [première année d ’ université] , quand mon grand père est décédé à cause du cancer .	SYS_DESC	R	POOL
ted_en2fr_176546	So , armed with all the wisdom of [freshman year] biology , I decided I wanted to do cancer research at 15 .	Armée de toute la sagesse d ’ une [première année d ’ université] , j ’ ai décidé que je voulais faire de la recherche sur le cancer à 15 ans .	SYS_DESC	R	POOL
ted_en2fr_47012	"And yet , it is not taught in any [K through 12] curriculum in America that I &apos;m aware of ."	"Et pourtant , rien de tout cela n&apos; est enseigné dans [les classes de la maternelle au lycée] aux États-Unis , du moins que je sache ."	SYS_DESC	R	POOL
ted_en2fr_102646	"I &apos;m a [sophomore] and studying communications , TV and mass media , and basically trying to live life like a normal kid , which I always wanted growing up ."	"Je suis en [deuxième année] , et j&apos; étudie la TV , les médias de masse et la communication . J&apos; essaye de vivre ma vie comme un enfant normal , ce que j&apos; avais toujours voulu en grandissant ."	SYS_DESC	R	POOL
ted_en2fr_186526	By the end of my [sophomore year] , I moved into the neighborhood and I spent the next six years trying to understand what young people were facing as they came of age .	"A la fin de ma [seconde année] , j&apos; ai déménagé dans le quartier et j&apos; ai passé les 6 années suivantes à essayer de comprendre ce à quoi les jeunes faisaient face à cet âge ."	SYS_DESC	R	POOL
ted_en2fr_81759	"I didn &apos;t take algebra until my [freshman year] at the University of Alabama ."	"Je n&apos; ai pas fait d&apos; algèbre avant ma [première année] de fac à l&apos; université d&apos; Alabama ."	SYS_DESC	R	POOL
ted_en2fr_69173	And when I was at Stanford , I found myself , my [senior year] , chemical engineering major , half the folks thought I was a political science and performing arts major , which was sort of true because I was Black Student Union President and I did major in some other things , and I found myself the last quarter juggling chemical engineering separation processes , logic classes , nuclear magnetic resonance spectroscopy , and also producing and choreographing a dance production , and I had to do the lighting and the design work , and I was trying to figure out , do I go to New York City to try to become a professional dancer ,	"Et quand j&apos; étais à Stanford , il s&apos; est trouvé que lors de ma [dernière année] en ingénierie chimique , la moitié des gens pensaient que j&apos; étais en sciences politiques et arts de la scène , ce qui était plus ou moins vrai puisque je présidais l&apos; Union des Etudiants Noirs et étais inscrite dans d&apos; autres filières . Et je me suis retrouvée , le dernier trimestre , à jongler entre l&apos; ingénierie en procédés de raffinage chimique , des cours de logique , de spectroscopie à résonance magnétique nucléaire , et aussi la production et la chorégraphie d&apos; un spectacle de danse . Je m&apos; occupais de l&apos; éclairage et de la conception artistique , et j&apos; essayais alors de choisir : « Dois-je aller à New York pour tenter de devenir une danseuse professionnelle ,"	SYS_DESC	R	POOL
ted_en2fr_29012	"Until you realize that 17 are run by men called &quot; &quot; John . &quot; &quot; ( Laughter ) There are more men called John running [FTSE 100 companies] — ( Laughter ) than there are women ."	"On peut le penser avant de savoir qu&apos; il y en a 17 dirigées par un John . ( Rires ) Il y a davantage de John à la tête des [100 premières entreprises] ( Rires ) que de femmes ."	SYS_DESC	R	POOL
ted_en2fr_87945	The first group started in the study when they were [sophomores] at Harvard College .	"Le premier groupe est entré dans l&apos; étude alors qu&apos; ils étaient en [deuxième année] à Harvard ."	SYS_DESC	R	POOL
ted_en2fr_142194	"In a study done by Green Park , who are a British senior exec supplier , they said that over half of the [FTSE 100 companies] don &apos;t have a nonwhite leader at their board level , executive or non-executive ."	"Une étude réalisée par Green Park , un fournisseur de cadres supérieurs en Grande-Bretagne , montre que plus de la moitié des [100 plus grandes entreprises] n&apos; ont que des directeurs blancs dans leurs rangs , exécutifs ou non ."	SYS_DESC	R	POOL
ted_en2fr_1028	I [graduated] [high school] in Cleveland , Ohio , 1975 .	"J&apos; ai [eu mon diplôme de fin d&apos; études] dans un [lycée] de Cleveland dans l&apos; Ohio en 1975 ."	"SYS_CONV; SYS_DESC"	R	EXTR
ted_en2fr_131486	"Most education funding — whether it [&apos;s K through 12] , or the great universities or [community colleges] — most of the money for those things is coming out of these state budgets ."	"La majeure partie du financement de l&apos; éducation — que ce soit de du [CP à la terminale] , ou les grandes universités ou [facultés communautaires] — la majeure partie de l&apos; argent destiné à ces choses provient de ces budgets d&apos; état ."	"SYS_CONV; SYS_DESC"	R	EXTR
ted_en2fr_39750	"Now I would argue , actually , if you look at the fact that on the [highways] today , you &apos;re only averaging about [30 miles per hour] — on average , according to the [DOT] — the Skycar travels at over [300 miles an hour] , up to [25,000 feet] ."	"Je voudrais objecter , en fait , que si l&apos; on observe que , sur les [autoroutes] aujourd&apos; hui , on roule en moyenne à [50 km / h] — en moyenne , selon le [Ministère des Transports] — la Skycar vole à près de [500 km / h] , jusqu&apos; à [7500 mètres] ."	"SYS_CONV; MEAS_CONV"	R	EXTR
ted_en2fr_98364	So when I was a [freshman] at [NYU] , what I discovered was you could actually take small pieces of plant-derived polymers and reassemble them onto the wound .	"En [première année] à l&apos; [Université de New York] , j&apos; ai découvert qu&apos; on pouvait prendre de petits fragments de polymères végétaux. et les rassembler sur la plaie ."	"SYS_CONV; ENT_ACR"	R	EXTR
ted_en2fr_31651	"And perhaps most important of all , two years later when the exam results came through , the pupils who had been put on these field trials who were in the lowest performing groups had jumped right to the top — in fact , pretty much at the top decile of performance in terms of GCSE &apos;s , which is the British marking system ."	"Et peut-être le plus important , deux ans plus tard , quand les résultats aux examens ont été publiés , les élèves placés dans ces expérimentations concrètes qui étaient dans les moins bons groupes étaient remontés tout en haut — en fait , quasiment dans le premier décile de performance , au GCSE [( General Certificate of Secondary Education )] , l&apos; équivalent anglais du [&quot; &quot; Brevet des Collèges &quot; &quot;]"	"SYS_CONV; ACR"	"R; A"	POOL
ted_en2fr_131940	And then I found ROTC .	"Et finalement j&apos; ai trouvé le ROTC [( Centre d&apos; entrainement des officiers de réserve )] ,"	SYS_CONV	A	EXTR
ted_en2fr_19298	In terms of transport infrastructure , what really makes a difference between advanced and backward cities is not [highways] or [subways] but quality sidewalks .	"En termes d&apos; infrastructures de transport , ce qui fait réellement une différence entre les villes avancées et les villes en retard , ce ne sont pas les [autoroutes] ou les [métros] , mais des trottoirs de qualité ."	SYS_CONV	R	POOL
ted_en2fr_24862	I studied anthropology in [college] .	"J&apos; ai étudié l&apos; anthropologie à l&apos; [université] ."	SYS_CONV	A	POOL
ted_en2fr_68406	I have a [B.A.] in English from [Harvard College] , an MBA in marketing from Wharton Business School .	"J&apos; ai [une licence] d&apos; anglais de l&apos; [université de Harvard] , un MBA en marketing de la Wharton Business School ."	SYS_CONV	R	EXTR
ted_en2fr_90351	Each year , one in 10 taxpayers receives a notice from the [IRS] .	Chaque année , un contribuable sur dix reçoit un avis du [Centre des Impôts] .	SYS_CONV	R	POOL
ted_en2fr_113872	And he just laid her right on the shoulder of the [highway] .	"Et il l&apos; a allongée là , sur le bas-côté de l&apos; [autoroute] ."	SYS_CONV	R	POOL
ted_en2fr_194247	A musician who took time from his life to teach me , a [sophomore] , a [freshman] at SUNY Buffalo .	"Un musicien qui a pris sur son temps pour m&apos; apprendre , à moi , un [étudiant de 2e année] , [un première année] à SUNY Buffalo ."	SYS_CONV	R	POOL
ted_en2fr_186547	"But anyway , since Chuck was 18 , this agg. assault case sent him to adult county jail on State Road in northeast Philadelphia , where he sat , unable to pay the bail — he couldn &apos;t afford it — while the trial dates dragged on and on and on through almost his entire [senior year] ."	"Mais , puisque Chuck avait 18 ans , cette agression l&apos; a envoyé dans la prison d&apos; État pour adultes sur la route départementale au nord de Philadelphie , où il est resté , incapable de payer la caution — pas dans ses moyens — pendant que la date du procès était reportée presque tout au long de son [année de terminale] ."	SYS_CONV	R	POOL
ted_en2fr_70454	"They like to play around . They &apos;re in [second grade] ."	Ils aiment jouer . Ils sont en [CE1] .	SYS_CONV	R	POOL
ted_en2fr_114029	I get on . I tend to be a little bit vigilant when I get on the [subway] .	"Je monte . J&apos; ai tendence à faire attention quand je monte dans le [métro] ."	SYS_CONV	R	POOL
ted_en2fr_36925	Back on [Highway] 1 , I envisioned what awaited .	"De retour sur l&apos; [autoroute] 1 , j&apos; ai imaginé ce qui allait se passer ."	SYS_CONV	R	POOL
ted_en2fr_71810	"This doesn &apos;t mean having to get a [Ph.D.]"	Ceci ne signifie pas devoir obtenir un [doctorat]	SYS_CONV	R	POOL
ted_en2fr_108356	I transferred to RISD as a [sophomore] , and it was there that I took every course that I could on writing , and it was there that I wrote a story about a giant orange slug who wanted to be friends with this kid .	"Je l&apos; ai intégrée en [2e année] , et c&apos; est là-bas que j&apos; ai pris tous les cours que j&apos; ai pu sur l&apos; écriture et c&apos; est là-bas que j&apos; ai écrit une histoire sur une limace orange géante qui voulait être amie avec cet enfant ."	SYS_CONV	R	POOL
ted_en2fr_98309	"It was really the 20 murdered [first graders] and kindergartners in Newtown , Connecticut , and the response that we saw afterwards where — well , look what &apos;s happened so far ."	"C&apos; était le meurtre de 20 élèves de [CP] et à l&apos; école maternelle de Newtown dans le Connecticut , et la réponse à cette tragédie où — vous n&apos; avez qu&apos; à regarder ce qui s&apos; est passé jusqu&apos; à maintenant ."	SYS_CONV	R	POOL
ted_en2fr_197207	Instead , I stand here a proud [graduate] of Middlebury [College] .	"Au lieu de ça , je suis fière d&apos; être ici devant vous , [diplômée] de l&apos; [Université] de Middlebury"	SYS_CONV	R	POOL
ted_en2fr_155480	"I needed teachers , in the classroom , every day , who were going to say , &quot; &quot; You can move beyond that . &quot; &quot; And unfortunately , the local [junior high] was not going to offer that ."	"J&apos; avais besoin de professeurs , en classe , tous les jours , qui allaient me dire « Tu peux avancer plus loin que ça . » Mais malheureusement , le [collège] du coin n&apos; allait pas me proposer ça ."	SYS_CONV	R	POOL
ted_en2fr_70390	"So let &apos;s put a point on the graph . There &apos;s an [undergraduate] ."	Mettons un point sur le graphique . Voici un [étudiant de premier cycle] .	SYS_CONV	R	POOL
ted_en2fr_73618	"And so this is framing — lumber , composite materials — and it &apos;s kind of hard to get the embodied energy out of that , but it can be a sustainable resource if you use [FSC-certified] lumber ."	"C&apos; est la structure , du bois de construction , des matériaux composites . Il est assez difficile de récupérer de l&apos; énergie grise mais il peut s&apos; agir d&apos; une ressource durable si vous utilisez du bois [certifié par l&apos; ONF] ."	SYS_CONV	R	POOL
ted_en2fr_46725	Nathan was the number two person at the San Francisco SPCA .	Nathan était le numéro 2 de la SPCA [( SPA )] de San Francisco .	SYS_CONV	A	POOL
ted_en2fr_92931	And he was going to speak at the [high school] next door to us .	"Et il allait parler au [lycée] d&apos; à côté ."	SYS_CONV	R	POOL
