ID	Source	Target	Type	Style	Dataset
ted_en2fa_85453	Right around D-Day , Bonica showed up to Madigan Army Medical Center , near Tacoma .	درست نزدیک روز مهم بونیکا در مرکز پزشکی سپاه مادیجان ]( در واشنگتن )[ ظاهر شد نزدیک تاکوما	ENT_SPEC	A	POOL
ted_en2fa_8463	Subsidiaries of Shell and Eni paid the Nigerian government for the block .	شرکتهای اقماری و تابعه شرکت شل ]( شرکت نفتی فرانسوی )[ و شرکت آنی ]( شرکت نفتی ایتالیایی )[ به دولت نیجریه برای این قطعه پول پرداختند .	ENT_DESC	A	POOL
ted_en2fa_8395	"He spent millions of dollars creating a bizarre personality cult , and his crowning glory was the building of a 40-foot-high gold-plated statue of himself which stood proudly in the capital &apos;s central square and rotated to follow the sun ."	او میلیون ها دلار را صرف ساخت یک فرقه ]( مذهبی ملی )[ عجیب غریب شخصی کرد ، اوج شکوه او ، احداث یک مجسمه طلا اندود ۴۰ فیتی ]( ۱۲ متری )[ از خودش بود که با افتخار در میدانی در پایتخت مى ‌ ‌ ايستاد و برای دنبال کردن خورشید می چرخید .	"MEAS_CONV; ADD_INF"	A	POOL
ted_en2fa_81597	"In 1920 , for example , you weren &apos;t allowed to drink ; if you were a woman , you weren &apos;t allowed to vote ; and if you looked up at the stars and the Milky Way on a summer night , what you saw was thought to be the entire universe ."	به عنوان مثال ، در سال ۱۹۲۰ شما اجازه نوشیدن ]( نوشیدنی الکلی )[ را نداشتید ؛ اگر یک خانم بودید ، اجازه ‌ ی رأی دادن نداشتید ؛ و اگر در یک شب تابستانی به ستاره ها و کهکشان راه شیری نگاه می ‌ کردید ، فکر می کردید چیزی که می بینید کل جهان است .	CLEAR	A	POOL
ted_en2fa_80397	"The first was Katharine Hepburn &apos;s memoirs , and the second was a biography of Marlene Dietrich ."	"اولین کتاب شرح زندگی &quot; &quot; کاتارین هِپبِرن &quot; &quot; ]( بازیگر معروف آمریکایی )[ بود ، و دومی زندگینامه ‌ ی &quot; &quot; مارلِن دیتریچ &quot; &quot; ]( بازیگر معروف آمریکایی )[ ."	ENT_DESC	A	POOL
ted_en2fa_79550	In the fall of 2004 I went to Darfur .	در پاییز سال ۲۰۰۴ به دارفور رفتم . ]( شهری در سودان )[	ENT_DESC	A	POOL
ted_en2fa_79473	"A destroyed tank belonging to Somoza &apos;s national guard was left as a monument in a park in Managua , and was transformed by the energy and spirit of a child ."	یک تانک نابود شده متعلق به گارد ملی « سوموزا » بعنوان یادبود در پارکی در مانوگا ]( پایتخت )[ مانده بود ، و انرژی و روحیه کودکی آن را دگرگون کرد .	ENT_DESC	A	POOL
ted_en2fa_78459	From a meteorite from space , we ’ re over here with an original Sputnik .	از یک شهاب سنگ فضایی ، ما با اِسپاتنیک ]( ماهواره های مصنوعی اصلی شوروی )[ بر فراز اینجا هستیم .	ENT_DESC	A	POOL
ted_en2fa_78455	Xiè xie .	متشکرم ]( زبان چینی )[	LING_EXPL	A	POOL
ted_en2fa_77894	And the person you see at the end of the stage is not Madonna .	و کسی که در طرف دیگر بر روی صحنه ایستاده است مَدونا نیست ]( خواننده ‌ ی معروف سبک پاپ )[ .	ENT_DESC	A	POOL
ted_en2fa_73857	"But as David Cameron of the United Kingdom said about a month ago when he was talking about polio , &quot; &quot; There &apos;s never a wrong time to do the right thing . &quot; &quot; Finishing polio eradication is the right thing to do ."	"ولی همانطور که دیوید کامرون ]( نخست وزیر )[ بریتانیا حدود یک ماه پیش ، وقتی درباره فلج اطفال سخنرانی می کرد ، گفت : &quot; &quot; هرگز زمان اشتباه برای انجام کار درست ، وجود ندارد . &quot; &quot; پایان دادن به ریشه کنی فلج اطفال کار صحیحی است ."	ENT_DESC	A	POOL
ted_en2fa_72633	"And she crossed in March , and there &apos;s a lot of snow at 18,500 feet in March ."	او در ماه مارس از هیمالیا گذشت ، و در ارتفاع ۱۸۵۰۰ پایی ]( حدود ۵۶۰۰ متر )[ در ماه مارچ برف زیادی هست .	MEAS_CONV	A	POOL
ted_en2fa_72435	And the archetype of this in Buddhism is Avalokiteshvara , Kuan-Yin .	و کهن الگوی این در بوداگرایی آوالوکی تشوار است ، کًآن-یین ]( الهۀ شقفت )[ .	ENT_DESC	A	POOL
ted_en2fa_72049	"When PayPal was first starting as a business , their biggest challenge was not , &quot; &quot; How do I send money back and forth online ? &quot; &quot; It was , &quot; &quot; How do I do that without being defrauded by organized crime ? &quot; &quot; Why so challenging ? Because while computers can learn to detect and identify fraud based on patterns , they can &apos;t learn to do that based on patterns they &apos;ve never seen before , and organized crime has a lot in common with this audience : brilliant people , relentlessly resourceful , entrepreneurial spirit — ( Laughter ) — and one huge and important difference : purpose ."	"وقتی شرکت &quot; &quot; پِی پال &quot; &quot; ]( شرکت پرداخت اینترنتی مشهور )[ اولین عمل اقتصادی خود را شروع کرد ، بزرگ ترین دغدغه ی آن ها این نبود که ، &quot; &quot; چگونه می توانم به صورت اینترنتی پولی را واریز و دریافت کنم ؟ &quot; &quot; بلکه این بود که &quot; &quot; چگونه این کار را بدون کلاهبرداری هکر ها انجام دهم ؟ &quot; &quot; چرا این مسئله تا این حد چالش برانگیز است ؟ زیرا با این که کامپیوتر ها توانایی یادگیری تشخیص و شناسایی کلاهبرداری را بر اساس الگو های از پیش داده شده را دارند ، اما توانایی انجام این کار را در مورد الگو هایی که پیش از این ندیده اند ندارند ، و هکر ها هم مانند شما انسان هایی باهوش ، فوق العاده توانمند ، صاحب روحی کارآفرین - ( خنده ی حاضرین ) - و هکر ها هم مانند شما انسان هایی باهوش ، فوق العاده توانمند ، صاحب روحی کارآفرین - ( خنده ی حاضرین ) - و هکر ها هم مانند شما انسان هایی باهوش ، فوق العاده توانمند ، صاحب روحی کارآفرین - ( خنده ی حاضرین ) - و یک تفاوت مهم و خیلی بزرگ هستند : هدف ."	ENT_DESC	A	POOL
ted_en2fa_71810	"The devastated church my mom attends has been not only rebuilt higher , it &apos;s poised to become the first Energy Star church in the country ."	کلیسای تخریب شده ایی که مادرم در مراسم آن شرکت می کرد نه تنها در ارتفاع بیشتری ساخته شده ، بلکه آماده شده تا اولین کلیسای انرژی استار ]( نشان مصرف بهینه ‌ ی انرژی )[ در کشور باشه .	ENT_DESC	A	POOL
ted_en2fa_71348	One of the families I interviewed for this project was the family of Dylan Klebold who was one of the perpetrators of the Columbine massacre .	یکی از خانواده هایی که من با آنها برای این پروژه مصاحبه کردم خانواده دیلان کلیبالد بود که یکی از عاملان کشتار دبیرستان کلمباین ]( در سال ۱۹۹۹ در ایالت کلرادوی )[ بود .	ADD_INF	A	POOL
ted_en2fa_7116	And then add to that , every time you tweet , over a third of your followers follow from a country which is not your own .	و علاوه بر آن ، هر بار که شما یه پست را توییت می کنید ]( در سایت توییتر )[ ، بیش از یک سوم دنبال کننده های پست های شما از یک کشور که کشور شما نیست ، آن پست را دنبال می کنند .	"ENT_HYP; CLEAR"	A	POOL
ted_en2fa_7098	"This was a group of eminent economists apologizing to the Queen of England when she asked the question , &quot; &quot; Why did no one tell us that the crisis was coming ? &quot; &quot; ( Laughter ) I &apos;ll never get my knighthood . I &apos;ll never get my knighthood . ( Laughter ) That &apos;s not the important point . The thing you have to remember is , these are eminent economists , some of the smartest people on the planet . Do you see the challenge ? ( Laughter ) It &apos;s scary . My friend and mentor , Tim Brown of IDEO , he explains that design must get big , and he &apos;s right ."	"این متن عذرخواهی یک گروه از اقتصاد دانان برجسته از ملکه ی انگلستان بود ، هنگامی که او پرسید ، &quot; &quot; چرا هیچکس به ما نگفت که بحران دارد می آید ؟ &quot; &quot; ( خنده ی حاضرین ) من هیچ وقت لقب شوالیه ام را نمی گیرم . من هیچ وقت لقب شوالیه ام را نمی گیرم . ( خنده ی حاضرین ) اما نکته ی اصلی این نیست . چیزی که باید به خاطر بسپارید این است ، این افراد اقتصاد دانانی برجسته هستند ، تعدادی از باهوش ترین افراد روی زمین . می بینید چه چالش بزرگی است ؟ ( خنده ی حاضرین ) این ترسناک است . دوست و مشاورم ، &quot; &quot; تیم براون &quot; &quot; از شرکت IDEO ]( شرکت مشاوره در طراحی و غیره )[ ، برای من توضیح داد که طراحی باید بزرگ باشد ، و حق با او است ."	ENT_DESC	A	POOL
ted_en2fa_70945	This girl had a son who wished for a piece of doughnut because he was extremely hungry .	که یک پسر داشت که آرزوی یک تکه دونات ]( نوعی شیرینی )[ داشت چون بسیار گرسنه بود .	ADD_INF	A	POOL
ted_en2fa_70226	Thank you , Boulder . Enjoy your night . ( Applause )	"متشکرم ، &quot; &quot; بولدِر &quot; &quot; ]( شهر میزبان مراسم )[ . از شبتان لذت ببرید . ( تشویق حاضرین )"	ADD_INF	A	POOL
ted_en2fa_70194	"Our favorite TV show ? Favorite : Will &amp; Grace ."	"برنامه ‌ ی تلویزیونی مورد علاقه ‌ ی ما ؟ &quot; &quot; ویل و گرِیس &quot; &quot; . ]( سریالی با موضوع تقابل هم  ‌ جنس ‌ گرایی و یهودیت )["	ENT_DESC	A	POOL
ted_en2fa_70189	"&quot; Ash , have you ever been to the Castro ? &quot;"	"&quot; &quot; اَش ! ، تا حالا به می ‌ خونه ‌ ی « کاسترو » رفتی ؟ &quot; &quot; ]( سری می ‌ خانه ‌ های مخصوص هم ‌ جنس ‌ گرایان در شهر سان ‌ فراسیسکو )["	ENT_DESC	A	POOL
ted_en2fa_70158	"I &apos;ve got my Gloria Steinem quotes ."	"می ‌ خواستم جملات قصار &quot; &quot; گلوریا اِستاینِم &quot; &quot; ]( فعال حقوق زنان و رهبر سیاسی جنبش آزادی زنان )[ را بگویم ."	"ENT_DESC; ADD_INF"	A	POOL
ted_en2fa_69634	"Kenny Scharf &apos;s graffiti ."	گرافيتى ]( ديوار نويسى )[ اثر كنى اسكارف .	ADD_INF	A	POOL
ted_en2fa_69437	Should we view it , you know , as original intent , like a sort of a Scalia version of the Bible ?	مثلا آیا ما باید به متن انجیل به عنوان « متن با قصد اولیه » نگاه کنیم ؟ مثل یک جور نسخه اسکالیایی ]( یکی از قضات عالی امریکا )[ انجیل ؟	ENT_DESC	A	POOL
ted_en2fa_69148	There is about [1,000 feet] of air below him .	در واقع زیر پایش تا حدود ۳۰۰] متر[ خالی است .	MEAS_CONV	A	POOL
ted_en2fa_67885	I have another friend in Silicon Valley who is really one of the most eloquent spokesmen for the latest technologies , and in fact was one of the founders of Wired magazine , Kevin Kelly .	"دوست دیگری در سیلیکون ولی ]( منظفه ای در کالیفرنیا که شرکتهای بزرگ کامپوتری در آنجا فعالیت دارند )[ دارم یکی از فصیح ترین سخنوران برای آخرین پدیده های تکنولوژی هست . در حقیقت یکی از بنیان گذاران مجله &quot; &quot; وایرد &quot; &quot; کوین کلی هست ."	"ENT_DESC; ADD_INF"	A	POOL
ted_en2fa_67398	Boulders , rocks — if anything , it looks more like the Half Dome in Yosemite than anything else .	بُلدرز ، سنگ — بیشتر شبیه قله « هف دام » کوه یوسمی می ماند ]( کوهی در کالیفرنیا )[ .	ENT_DESC	A	POOL
ted_en2fa_66967	As a child , I carried out fairly standard suburban rituals in Boston , with adjustments made for the rituals my mother brought from London and Lagos .	به عنوان یک کودک ، من نسبتا استاندارهای حومه شهر بوستون را با خود دارم ، با تعدیلی از رسومی که مادرم از لندن و لاگوس ]( شهری در نیجریه )[ با خود آورد .	ENT_DESC	A	POOL
ted_en2fa_6692	"&quot; &quot; Jeopardy &quot; &quot; is a very broad natural language game , and Watson got a higher score than the best two players combined ."	"&quot; &quot; جئوپاردی &quot; &quot; یک بازی بسیار گسترده ی زبان طبیعی است و واتسون ]( کامپیوتر شرکت کننده در بازی )[ بیشترین امتیاز را در مقابل دو نفر از بهترین بازیکنان به دست آورد ."	ENT_DESC	A	POOL
ted_en2fa_66198	"In fact , they &apos;re already suggesting amazing places for us to help discover , including Atlantis ."	در واقع ، آنها مکان های عالی را برای اکتشاف پیشنهاد میکنند ، از جمله « آتلانتیس » ]( شهر گمشده افسانه ‌ ای )[	ENT_DESC	A	POOL
ted_en2fa_66120	"So I think the question of what makes a strong female character often goes misinterpreted , and instead we get these two-dimensional superwomen who maybe have one quality that &apos;s played up a lot , like a Catwoman type , or she plays her sexuality up a lot , and it &apos;s seen as power ."	بنابراین فکر می کنم اغلب از این سوال که چه چیزی باعث شخصیت قوی یک زن می شود ، برداشت نادرست می شه ، بنابراین فکر می کنم اغلب از این سوال که چه چیزی باعث شخصیت قوی یک زن می شود ، برداشت نادرست می شه ، و در عوض ما از این زن قدرتمند دوبعدی که شاید قابلیت بالایی داشته باشد ، بعنوان یک جورCatwoman ]( زنی که در شوهای مُد جلوه می کند )[ ، یا کسی که قدرت جنسی خود را مهم جلوه میده ، نگاه کرده ، و این یه جور قدرت محسوب می شه .	ADD_INF	A	POOL
ted_en2fa_65601	"( Laughter ) But I always like to just let people know when they ask about race or those kinds of things , you know , as a member of the First Nations community , you know , I &apos;m probably not your typical guy ."	( خنده ) ولی من همیشه خواستم بذارم مردم بدونن چه وقت پراجع به نژاد یا این جور چیزها باید بپرسن ، می دونید ، به عنوان عضوی از ]جامعه بومیهای کانادا[ معروف به First nations هستم می دونید ، من احتمالاً فرد مورد نظر شما نیستم .	ENT_DESC	A	POOL
ted_en2fa_65321	"This one &apos;s clever . It &apos;s called obsidian ."	"این یکی با هوشهِ به نام &quot; &quot; اُسیدین &quot; &quot; ]( جسمی سیاه ، سخت و براق )["	ADD_INF	A	POOL
ted_en2fa_64654	This is a dense array EEG MRI tracking 156 channels of information .	"این یک نمایش فشرده &quot; &quot; ام ‌ آرآی &quot; &quot; و &quot; &quot; الکتروانسفالوگرافی ]( ثبت فعالیت الکتریکی مغز )[ &quot; &quot; است که 156 کانال اطلاعات را ردیابی می ‌ کند ."	ADD_INF	A	POOL
ted_en2fa_64214	"You get swine flu in Mexico , it &apos;s a problem for Charles de Gaulle Airport 24 hours later ."	شما در مکزیک به آنفولانزای خوکی مبتلا می شوید ، و تبدیل به مشکلی برای فرودگاه شارل دوگول ]( در پاریس )[ تنها در ۲۴ ساعت می شوید .	ENT_SPEC	A	POOL
ted_en2fa_63517	"And now there &apos;s 83 cities all over the world that they are doing what they call the BRT of Curitiba ."	و در حال حاضر 83 شهر سراسر جهان وجود دارند ، که سیستم BRT ]( اتوبوس های سریع السیر )[ کوریتیبا را راه اندازی کرده اند .	ADD_INF	A	POOL
ted_en2fa_63108	"He &apos;s 96 years old , and he founded the Pugwash movement ."	"او 95 سالشه و پایه گذار جنبش Pugwash هست . ]&#91; جنبش منهدم کردن سلاحهای هسته ‌ ای &#93;["	ADD_INF	A	POOL
ted_en2fa_62730	"However , if we &apos;d had this talk 60 years ago , we would have seen how the emergence of new aircraft and tank technologies , which give the advantage to the attacker , make the Blitzkrieg doctrine very credible and thus create the possibility of war in Europe ."	بهرصورت اگه ما این بحثو 60 سال پیش داشتیم میتونستیم شاهد ظهور هواپیماهای جدید و فن آوریهای تانک باشیم که این مزیتو به حمله کننده میده که دکترین بلیتزکرایگ ]( حمله رعد اسا در تمامی جبهه ‌ های جنگ هوایی دریایی و زمینی به دشمن )[ را باور پذیر بسازه ویاا اینکه امکان بروز جنگ را در اروپا .	ADD_INF	A	POOL
ted_en2fa_61545	This is in Portland . That is an actual development .	در پرتلند ]( در ایالات متحده )[ این اتفاق می افتد.پیشرفت و توسعه واقعی همین است .	ENT_SPEC	A	POOL
ted_en2fa_60811	People like Leibniz had wondered about that too 300 years earlier .	آدم هایی مثل لایبنیز ]( Leibniz )[ هم 300 سال پیش بهش فکر کرده بودند .	TRANS	A	POOL
ted_en2fa_6056	Barclays Bank of the [U.K.] is bringing in 500 million .	بانک بارکلی ]انگلستان[ 500 میلیون می آورد .	ENT_REP	R	POOL
ted_en2fa_60233	I made contact with a child from Swat who studied in a madrassa like this .	من تماسی با یک کودک از ( ]دره[ سوات ) داشته ام که در یک مدرسه ]مذهبی[ مانند این درس می خواند .	"ENT_HYP; HYPO_SPEC"	A	POOL
ted_en2fa_59383	"The Bureau of Prisons describes CMUs as &quot; &quot; self-contained housing units . &quot; &quot; But I think that &apos;s an Orwellian way of describing black holes ."	اداره زندان ‌ ها CMU را به عنوان « بخش مسکونیِ بی ‌ نیاز از بیرون » شرح می ‌ دهد ولی من فکر می ‌ کنم این روش « اوروِلی » ]( روش سرکوبگرانه )[ برای توضیح نقاط تاریک است .	ADD_INF	A	POOL
ted_en2fa_5772	This furry little creature is a fresh young bee halfway emerged from its brood cell , and bees right now are dealing with several different problems , including pesticides , diseases , and habitat loss , but the single greatest threat is a parasitic mite from Asia , Varroa destructor .	این موجود کوچک پشمالو یک زنبور عسل تازه جوان در نیمه راه ظهور از سلول نوزادی اش است ، در حال حاضر زنبورهای عسل با چندین مشکل روبرو هستند ، از جمله آفت کش ها ، بیماری ها ، و از دست دادن زیستگاه طبیعی شان ، اما بزرگترین تهدید آنها کرم های انگلی آسیایی هستند ، کَنه واروا تخریب کننده ]( نوعی کنه )[ .	ADD_INF	A	POOL
ted_en2fa_5678	Shorts and options and futures and well , maybe you see where this is going .	شورت ، آپشن و فیوچر . ]( اصطلاحات بازار مالی )[ و خب ، شاید ببینید که این به کجا ختم میشود .	LING_EXPL	A	POOL
ted_en2fa_55812	I had moved to New York City for my first job as a writer and editor at Seventeen magazine .	و برای اولین شغلم به نیویورک نقل مکان کرده بودم به عنوان یک نویسنده و ویرایشگر در مجله سونتین ]( Seventeen ) [کار می ‌ کردم .	TRANS	A	POOL
ted_en2fa_55619	Now just like the physical maps of our world that have been highly influenced by technology — think Google Maps , think GPS — the same thing is happening for brain mapping through transformation .	مانند نقشه های فیزیکی دنیای ما که بشدت توسط فن آوری تحت تاثیر قرارگرفته است — فکر کنید گوگل مپ ]( نقشه های گوگل )[ فکرکنید جی پی اس ]( سیستم تعیین موقعیت جهانی )[ — این همون چیزی است که برای نقشه برداری مغز از طریق تغییر شکل در حال اتفاق است این همون چیزی است که برای نقشه برداری مغز از طریق تغییر شکل در حال اتفاق است	"ENT_DESC; ACR"	A	POOL
ted_en2fa_55245	We could evaporate it to enhance the restorative benefits and capture the salts , transforming an urgent waste problem into a big opportunity .	ما می توانیم آن را تبخیر کنیم تا منافع مجدد ]( بهرمندی مجدد از منابع طبیعی )[ بدست آوریم و نمک های بدست آمده را از مواد زائد تبدیل به یک فرصت مناسب کنیم .	ADD_INF	A	POOL
ted_en2fa_52512	And the parts are all numbered , and basically what you end up with is a really big IKEA kit .	و همه قسمتهاى آن شماره ‌ ‌ گذارى شده ‌ ‌ اند ، و اصولاً چيزى كه در آخر به آن مى ‌ رسيد يك كيت آيكيا ]( شرکتی که محصولات خانگی ارزان قیمت می ‌ سازد )[ واقعاً بزرگ است .	ENT_DESC	A	POOL
ted_en2fa_51863	( Laughter ) So we won the competition to build the [U.K.] pavilion .	( خنده تماشاگران ) خوب ما مسابقه ساخت غرفه ]انگلستان[ رو برنده شدیم .	ENT_REP	R	POOL
ted_en2fa_51072	No one told me that I would live in fear , that I would become paranoid , or that I would react hyper-violently to being shot .	هیچ کس نگفت که شاید با ترس زندگی کنم که شاید پارانویا ]( بدبینی بیمارگونه )[ بگیرم یا در برابر تیر خوردن ، با خشونت زیاد واکنش نشان بدم .	ADD_INF	A	POOL
ted_en2fa_5068	"And what my friends in Silicon Valley and Cambridge are overlooking is that they &apos;re Ted ."	و دوستان من در سیلیکون ولی ]( منطقه ‌ ای در کالیفرنیا که شرکتهای بزرگ کامیوتری در آن شکل گرفتند )[ و دانشگاه کمبریج شرایطی مانند تدِ داستان ما دارند .	"ENT_DESC; ADD_INF"	A	POOL
ted_en2fa_49793	"I said , &quot; &quot; Bonsoir my golden nugget , bonsoir . &quot; &quot; ( Laughter ) Guys , you have to understand , this had been going for , like , weeks , albeit hitherto the greatest weeks of my life , but I had to knock it on the head ."	گفتم ، « شبت خوش ، تیکه طلایی من . شبت خوش ]( به فرانسوی )[ . » ( خنده ) دوستان ، باور کنید که این ماجرا هفته ‌ ها ادامه داشت ، صد افسوس با این که بهترین هفته ‌ های عمرم بودند مجبور بودم تمامش کنم .	LING_EXPL	A	POOL
ted_en2fa_49767	"And he &apos;d commit himself fully to the hard and thorny process of making peace ."	و او خود را به مسیر پر مساله و دشوار ایجاد صلح ]( در خاورمیانه )[ کاملا متعهد می ‌ دانست .	CLEAR	A	POOL
ted_en2fa_46889	They put [it] in Harrisburg rather than Philadelphia .	به جای فیلادلفیا ، هاریسبورگ را ]مرکز ایالت میکنند[	CLEAR	A	POOL
ted_en2fa_46247	You see the going down towards the fovea where the optic nerve begins .	شما میتونید در قسمت فوویا ]( مرکز بینایی در شبکیه )[ ، جایی که اعصاب بینایی شروع میشوند ، فرورفتگی رو ببینید .	ADD_INF	A	POOL
ted_en2fa_45472	( Laughter ) And then looking at the emerging economies , top of the BRICS , pleased to say , is Brazil .	( خنده تماشاگران ) و سپس به اقتصادهای نوظهور نگاه کنیم ، در گروه کشورهای BRICS , ]( کشورهای برزیل ، روسیه ، هند و چین ، آفریقای جنوبی )[ ، بالاترین آنها برزیل است	ENT_DESC	A	POOL
ted_en2fa_45220	"So we &apos;re in East Borneo . This is the place where I started ."	ما در شرق ]( جزیره )[ برونئو هستیم . جایی که من کارم رو شروع کردم .	ENT_HYP	A	POOL
ted_en2fa_4515	"I don &apos;t care if you call me a dyke . I really don &apos;t ."	برایم مهم نیست اگر کسی به من بگوید کونی . ]( dyke به معنی سد ، عبارتی توهین آمیز به هم ‌ جنس ‌ گرایان )[	LING_EXPL	A	POOL
ted_en2fa_43879	So we decided to put the project on Kickstarter , and when we did , we raised our funding goal in about two hours , and all of a sudden , had this money to make these kits .	"بنابراین ما تصمیم گرفتیم این پروژه را در سایت &quot; &quot; کیک استارتِر &quot; &quot; بگذاریم ، ]( سایت مخصوص درخواست کمک های مردمی برای پروژه های هنری و غیره )[ و وقتی این کار را انجام دادیم ، در عرض دو ساعت سرمایه ی مورد نیاز خود را به دست آوردیم ، و ناگهان ، پول لازم برای ساختن این ربات فراهم شده بود ."	ENT_DESC	A	POOL
ted_en2fa_42845	The financial crisis is really a relatively small historic phenomenon , which has just accelerated this huge shift , which ends half a millennium of Western ascendancy .	"و در واقع بحران مالی یک پدیده تاریخی نسبتا &quot; &quot; کوچک است . که فقط این تغیر را شتاب داده ، که نیم هزاره ]( پانصد سال )[ استیلای غرب را پایان می دهد ."	MEAS_CONV	A	POOL
ted_en2fa_41081	The second one was the San Francisco Bay Area where Gavin Newsom created a beautiful policy across all the mayors .	"محل دوم هم منطقه خلیج سانفرانسیسکو بود . که « گِیوین نیوسم » ]&#91; شهردار سانفرانسیسکو &#93;[ سیاست خوبی را گذاشت ."	ENT_DESC	A	POOL
ted_en2fa_40844	When the Red Army occupied East Germany in 1945 , it immediately expanded there , and soon it started to train the German Communists to build up their own secret police .	هنگامی که ارتش سرخ ]( ارتش روسیه )[ در سال ۱۹۴۵ شرق آلمان را تصرف کرد ، بلافاصله در آلمان گسترش یافتند ، و خیلی زود شروع به آموزش آلمان کمونیست برای ایجاد پلیس مخفی خودشان کردند .	ENT_DESC	A	POOL
ted_en2fa_38076	In South Africa , in Cape Town , the local community of Philippi offered me the only concrete wall of the slum .	در آفریقای جنوبی ، در شهر کیپ تان ، جامعه محلی فلیپی ]( نام ناحیه ای )[ دیوار سیمانی در منطقه فقیرنشینی را به من پیشنهاد کردند .	ENT_DESC	A	POOL
